"CONTEXT", "ID", "TEXT"
"text:date_verbose","$month $day, $year","$year, $day $month"
"text:month_1","January","ﺮﻳﺎﻨﻳ"
"text:month_2","February","ﺮﻳﺍﺮﺒﻓ"
"text:month_3","March","ﺱﺭﺎﻣ"
"text:month_4","April","ﻞﻳﺮﺑﺃ"
"text:month_5","May","ﻮﻳﺎﻣ"
"text:month_6","June","ﻮﻴﻧﻮﻳ"
"text:month_7","July","ﻮﻴﻟﻮﻳ"
"text:month_8","August","ﺲﻄﺴﻏﺃ"
"text:month_9","September","ﺮﺒﻤﺘﺒﺳ"
"text:month_10","October","ﺮﺑﻮﺘﻛﺃ"
"text:month_11","November","ﺮﺒﻤﻓﻮﻧ"
"text:month_12","December","ﺮﺒﻤﺴﻳﺩ"
"text:day_1","1st","1"
"text:day_2","2nd","2"
"text:day_3","3rd","3"
"text:day_4","4th","4"
"text:day_5","5th","5"
"text:day_6","6th","6"
"text:day_7","7th","7"
"text:day_8","8th","8"
"text:day_9","9th","9"
"text:day_10","10th","10"
"text:day_11","11th","11"
"text:day_12","12th","12"
"text:day_13","13th","13"
"text:day_14","14th","14"
"text:day_15","15th","15"
"text:day_16","16th","16"
"text:day_17","17th","17"
"text:day_18","18th","18"
"text:day_19","19th","19"
"text:day_20","20th","20"
"text:day_21","21st","21"
"text:day_22","22nd","22"
"text:day_23","23rd","23"
"text:day_24","24th","24"
"text:day_25","25th","25"
"text:day_26","26th","26"
"text:day_27","27th","27"
"text:day_28","28th","28"
"text:day_29","29th","29"
"text:day_30","30th","30"
"text:day_31","31st","31"
"text:bulletin_default","Arstotzka
Ministry of Admission
Official Bulletin

Inspector,

$content

Glory to Arstotzka.","ﺎﻛﺰﺗﻮﺘﺳﺭﺃ
ﻝﻮﺒﻘﻟﺍ ﺓﺭﺍﺯﻭ
ﺔﻴﻤﺳﺮﻟﺍ ﺓﺮﺸﻨﻟﺍ

،ﺶﺘﻔﻤﻟﺍ ﺎﻬﻳﺍ

$content

.ﺎﻛﺰﺗﻮﺘﺳﺭﻷ ﺪﺠﻤﻟﺍ"
"text:bulletin_notice","Arstotzka
Ministry of Admission
Official Bulletin

NOTICE:

$content

Glory to Arstotzka.","ﺎﻛﺰﺗﻮﺘﺳﺭﺃ
ﻝﻮﺒﻘﻟﺍ ﺓﺭﺍﺯﻭ
ﺔﻴﻤﺳﺮﻟﺍ ﺓﺮﺸﻨﻟﺍ

:ﻪﻴﺒﻨﺗ

$content

.ﺎﻛﺰﺗﻮﺘﺳﺭﻷ ﺪﺠﻤﻟﺍ"
"text:bulletin_endless","Arstotzka
Ministry of Admission
Official Bulletin

$style

$course

Glory to Arstotzka.","Arstotzka
Ministry of Admission
Official Bulletin

$style

$course

Glory to Arstotzka."
"bulletin:1A","Welcome to your new position at Grestin Border Checkpoint.

Stamp passport ENTRY VISA and return documents to entrant.

Entry is restricted to Arstotzkan citizens only.

Deny all foreigners.","ﺪﻳﺪﺠﻟﺍ ﻚﺒﺼﻨﻣ ﻲﻓ ﻚﺑ ﺎﺒﺣﺮﻣ
ﺩﻭﺪﺣ ﺶﻴﺘﻔﺗ ﺔﻄﻘﻧ ﻲﻓ
ﻊﺿﻮﺑ ﻢﻗ .ﻦﺘﺴﻳﺮﻏ

ﻰﻠﻋ ﻝﻮﺧﺪﻟﺍ ﺓﺮﻴﺷﺄﺗ ﻢﺘﺧ
ﺪﻋﺃﻭ ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ
.ﺪﻓﺍﻮﻟﺍ ﻰﻟﺇ ﺕﺍﺪﻨﺘﺴﻤﻟﺍ

ﻲﻨﻃﺍﻮﻤﺑ ﺹﺎﺧ ﻝﻮﺧﺪﻟﺍ
.ﻂﻘﻓ ﺎﻛﺰﺗﻮﺘﺳﺭﺃ

.ﺐﻧﺎﺟﻷﺍ ﻊﻴﻤﺟ ﺾﻓﺭﺍ"
"bulletin:2A","From today, foreigners with a valid passport are permitted to enter.

Your booth's INSPECTION hardware is now installed.

Check all passport information carefully for discrepancies. Deny any entrant with inconsistent information.

Continued...[PAGESNOTE]","ﻥﻮﻠﻤﺤﻳ ﻦﻳﺬﻟﺍ ﺐﻧﺎﺟﻷﺍ ،ﻡﻮﻴﻟﺍ ﻦﻣ ﺍﺭﺎﺒﺘﻋﺍ
ﻢﻬﻟ ﺡﻮﻤﺴﻣ ,ﺎﺤﻟﺎﺻ ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ
.ﻝﻮﺧﺪﻟﺎﺑ

ﻲﻓ ﺺﺤﻔﻟﺍ ﺓﺰﻬﺟﺃ ﺖﻴﺒﺜﺗ ﻥﻵﺍ ﻢﺗ
.ﻚﺸﻜﻟﺍ

ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ ﺕﺎﻣﻮﻠﻌﻣ ﻊﻴﻤﺟ ﻦﻣ ﻖﻘﺤﺗ
.ﺕﺎﻀﻗﺎﻨﺗ ﻱﺃ ﺩﻮﺟﻭ ﻡﺪﻋ ﻦﻣ ﺪﻛﺄﺘﻠﻟ ﺔﻳﺎﻨﻌﺑ

ﻪﻳﺪﻟ ﺪﻓﺍﻭ ﻱﺃ ﺾﻓﺭﺍ
.ﺔﻘﺑﺎﻄﺘﻣ ﺮﻴﻏ ﺕﺎﻣﻮﻠﻌﻣ

...ﻊﺒﺘﻳ[PAGESNOTE]"
"bulletin:2B","__________________________
INSPECT MODE

Enter INSPECT mode using the red button on your desk. While inspecting, highlight two pieces of discrepant information for further options.

__________________________
RULES &amp; REGULATIONS

This post is bound by Ministry of Admission rules and regulations. Study the rule book closely.","__________________________
ﺺﺤﻔﻟﺍ ﻊﺿﻭ

ﺭﺰﻟﺍ ﻡﺍﺪﺨﺘﺳﺎﺑ ﺺﺤﻔﻟﺍ ﻊﺿﻭ ﻰﻟﺇ ﻞﺧﺩﺍ
.ﻚﺒﺘﻜﻣ ﻰﻠﻋ ﺩﻮﺟﻮﻤﻟﺍ ﺮﻤﺣﻷﺍ
ﺰﻴﻴﻤﺘﺑ ﻢﻗ ،ﺺﺤﻔﻟﺍ ﺀﺎﻨﺛﺃ
ﻰﻠﻋ ﻝﻮﺼﺤﻠﻟ ﻦﻴﺘﻀﻗﺎﻨﺗﻣ ﻦﻴﺘﻣﻮﻠﻌﻣ
.ﻝﻮﻠﺤﻟﺍ ﻦﻣ ﺪﻳﺰﻣ

__________________________
ﺔﻤﻈﻧﻷﺍﻭ ﺪﻋﺍﻮﻘﻟﺍ

ﺔﻤﻈﻧﺃﻭ ﺪﻋﺍﻮﻘﻟ ﺭﻮﺸﻨﻤﻟﺍ ﺍﺬﻫ ﻊﻀﺨﻳ
ﺐﻴﺘﻛ ﻰﻠﻋ ﻊﻠﻃﺍ .ﻝﻮﺒﻘﻟﺍ ﺓﺭﺍﺯﻭ
.ﺔﻳﺎﻨﻌﺑ ﺪﻋﺍﻮﻘﻟﺍ"
"bulletin:3A","Entry for non-citizens is now regulated. 

All foreigners require a valid ENTRY TICKET.

Verify information before stamping passport ENTRY VISA and returning all documents to entrant. [PAGESNOTE]",".ﻦﻴﻨﻃﺍﻮﻤﻟﺍ ﺮﻴﻏ ﻝﻮﺧﺩ ﻢﻴﻈﻨﺗ ﻢﺗ

ﺯﺍﺮﺑﺇ ﺐﻧﺎﺟﻷﺍ ﻊﻴﻤﺟ ﻰﻠﻋ ﺐﺠﻳ
.ﺔﻳﺭﺎﺳ ﻝﻮﺧﺩ ﺓﺮﻛﺬﺗ

ﻞﺒﻗ ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﺤﺻ ﻦﻣ ﻖﻘﺤﺗ
ﺯﺍﻮﺠﻟﺍ ﻰﻠﻋ ﻝﻮﺧﺪﻟﺍ ﺓﺮﻴﺷﺄﺗ ﻢﺘﺧ
ﻰﻟﺇ ﺕﺍﺪﻨﺘﺴﻤﻟﺍ ﻊﻴﻤﺟ ﺓﺩﺎﻋﺇﻭ

.ﺪﻓﺍﻮﻟﺍ [PAGESNOTE]"
"bulletin:4A","Stricter credential requirements have been instituted.

Arstotzkan citizens must show their ID CARD.

Foreigners must secure and present a valid ENTRY PERMIT.

Entry tickets are no longer sufficient.

Continued...","ﺎﻤﻴﻓ ﺔﻣﺍﺮﺻ ﺮﺜﻛﺃ ﻁﻭﺮﺷ ﺽﺮﻓ ﻢﺗ
.ﺔﺑﻮﻠﻄﻤﻟﺍ ﻖﺋﺎﺛﻮﻟﺎﺑ ﻖﻠﻌﺘﻳ

ﺎﻛﺰﺗﻮﺘﺳﺭﺃ ﻲﻨﻃﺍﻮﻣ ﻰﻠﻋ ﺐﺠﻳ
.ﻢﻬﺘﻳﻮﻫ ﺔﻗﺎﻄﺑ ﺯﺍﺮﺑﺇ

ﻰﻠﻋ ﻝﻮﺼﺤﻟﺍ ﺐﻧﺎﺟﻷﺍ ﻰﻠﻋ ﺐﺠﻳ
.ﺎﻫﺯﺍﺮﺑﺇﻭ ﺔﺤﻟﺎﺼﻟﺍ ﻝﻮﺧﺪﻟﺍ ﺢﻳﺮﺼﺗ ﺔﻗﺭﻭ

.ﺔﻴﻓﺎﻛ ﻝﻮﺧﺪﻟﺍ ﺮﻛﺍﺬﺗ ﺪﻌﺗ ﻢﻟ

...ﻊﺒﺘﻳ"
"bulletin:4B","A new chapter detailing document features has been added to your rulebook.

Check all information thoroughly.

Deny any applicant with discrepant documents.

Refer to the AUDIO TRANSCRIPT to correlate entrant's statements.","ﺪﻋﺍﻮﻘﻟﺍ ﻞﻴﻟﺩ ﻰﻟﺇ ﺪﻳﺪﺟ ﻞﺼﻓ ﺔﻓﺎﺿﺇ ﺖﻤﺗ
ﻞﻴﺼﻔﺘﻟﺎﺑ ﺡﺮﺸﻳ ﻚﺑ ﺹﺎﺨﻟﺍ
.ﺕﺍﺪﻨﺘﺴﻤﻟﺍ ﺕﺍﺰﻴﻣ

.ﺔﻗﺪﺑ ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻊﻴﻤﺟ ﻦﻣ ﻖﻘﺤﺗ

ﺕﺍﺪﻨﺘﺴﻣ ﻡﺪﻘﻳ ﺪﻓﺍﻭ ﻱﺃ ﺾﻓﺭﺍ
.ﺔﻘﺑﺎﻄﺘﻣ ﺮﻴﻏ

«ﻲﺗﻮﺼﻟﺍ ﻞﻴﺠﺴﺘﻟﺍ ﺺﻧ» ﻊﺟﺍﺭ
.ﻙﺭﺎﺸﻤﻟﺍ ﻝﺍﻮﻗﺃ ﻖﺑﺎﻄﺗ ﻦﻣ ﺪﻛﺄﺘﻠﻟ"
"bulletin:5A","You are now authorized to detain suspicious individuals.

Interrogate discrepancies to enable detention option.",".ﻦﻴﻫﻮﺒﺸﻤﻟﺍ ﺹﺎﺨﺷﻷﺍ ﺯﺎﺠﺘﺣﺍ ﻥﻵﺍ ﻚﻧﺎﻜﻣﺈﺑ ﺢﺒﺻﺃ

.ﺯﺎﺠﺘﺣﻻﺍ ﺭﺎﻴﺧ ﻦﻴﻜﻤﺘﻟ ﺕﺎﻀﻗﺎﻨﺘﻟﺍ ﺏﻮﺠﺘﺳﺍ"
"bulletin:6A","The Ministry of Labor has instituted a special program to control immigrant labor.

Travelers entering for work require a valid WORK PASS.","The Ministry of Labor has instituted a special program to control immigrant labor.

Travelers entering for work require a valid WORK PASS."
"bulletin:7A","To facilitate more thorough inspections, a SEARCH scanner system has been installed in your booth.

Kolechian extremists are suspected in yesterday's bombing. 

Search all Kolechians before approving their entry.","To facilitate more thorough inspections, a SEARCH scanner system has been installed in your booth.

Kolechian extremists are suspected in yesterday's bombing. 

Search all Kolechians before approving their entry."
"bulletin:8A","The Kolechians have filed a formal complaint. 

A diplomat will arrive today for high-level discussions.

Automatic searches of Kolechian citizens are no longer authorized.

Continued...[PAGESNOTE]","The Kolechians have filed a formal complaint. 

A diplomat will arrive today for high-level discussions.

Automatic searches of Kolechian citizens are no longer authorized.

Continued...[PAGESNOTE]"
"bulletin:8B","__________________________
DIPLOMATS

Diplomats require only a PASSPORT and valid DIPLOMATIC AUTHORIZATION to enter. 

Refer to the rulebook for updated document information.","__________________________
DIPLOMATS

Diplomats require only a PASSPORT and valid DIPLOMATIC AUTHORIZATION to enter. 

Refer to the rulebook for updated document information."
"bulletin:9A","An undercover agent of the Ministry of Information has been compromised.

The Ministry of Admission has offered its services as liaison. Expect a possible drop later today.","An undercover agent of the Ministry of Information has been compromised.

The Ministry of Admission has offered its services as liaison. Expect a possible drop later today."
"bulletin:10A","The divisional authority of East Grestin operations will visit today.

Maintain your best behavior.","The divisional authority of East Grestin operations will visit today.

Maintain your best behavior."
"bulletin:11A","A break-in at M.O.A. offices may have compromised our document sealing plates.

Nothing important was stolen but intelligence suggests counterfeiters have already begun forging official Arstotzkan documents.

Continued...","A break-in at M.O.A. offices may have compromised our document sealing plates.

Nothing important was stolen but intelligence suggests counterfeiters have already begun forging official Arstotzkan documents.

Continued..."
"bulletin:11B","__________________________
FORGERIES

Double-check that required documents contain valid seals. 

Correlate missing or wrong seals against the appropriate entries in the DOCUMENTS chapter of your rulebook.","__________________________
FORGERIES

Double-check that required documents contain valid seals. 

Correlate missing or wrong seals against the appropriate entries in the DOCUMENTS chapter of your rulebook."
"bulletin:13A","The new director is unsatisfied with the level of scrutiny afforded to foreigners.

From today forward, all foreign entrants must present a recent IDENTITY SUPPLEMENT listing weight, height, and appearance.

The rulebook DOCUMENTS chapter has been updated.","The new director is unsatisfied with the level of scrutiny afforded to foreigners.

From today forward, all foreign entrants must present a recent IDENTITY SUPPLEMENT listing weight, height, and appearance.

The rulebook DOCUMENTS chapter has been updated."
"bulletin:14A","The Ministry of Justice has requested our support.

Daily bulletins will now contain a listing of the top 3 most wanted international criminals.

Check faces against entrants and detain suspects immediately.[PAGESNOTE]","The Ministry of Justice has requested our support.

Daily bulletins will now contain a listing of the top 3 most wanted international criminals.

Check faces against entrants and detain suspects immediately.[PAGESNOTE]"
"bulletin:16A","The Ministry of Justice has appropriated the outer guard detail. 

You are now responsible for controlling trespasser activity.

The provided key can be used to unlock the tranquilizer gun once an alarm has been raised.

Continued...[PAGESNOTE]","The Ministry of Justice has appropriated the outer guard detail. 

You are now responsible for controlling trespasser activity.

The provided key can be used to unlock the tranquilizer gun once an alarm has been raised.

Continued...[PAGESNOTE]"
"bulletin:16B","__________________________
COMPENSATION

You will receive a bonus for stopping any trespasser. A smaller bonus is provided for firing on, but missing, your target.

__________________________
WEAPONS PROTOCOL

Review instructional diagram on following page.","__________________________
COMPENSATION

You will receive a bonus for stopping any trespasser. A smaller bonus is provided for firing on, but missing, your target.

__________________________
WEAPONS PROTOCOL

Review instructional diagram on following page."
"bulletin:18A","Unfavorable international press has affected immigration protocol.

All denials must be accompanied by a REASON FOR DENIAL stamp.

A new computer inking system has been installed. Interrogate discrepancies to prime the REASON FOR DENIAL stamp.

Continued...","Unfavorable international press has affected immigration protocol.

All denials must be accompanied by a REASON FOR DENIAL stamp.

A new computer inking system has been installed. Interrogate discrepancies to prime the REASON FOR DENIAL stamp.

Continued..."
"bulletin:18B","__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available.","__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available."
"bulletin:19A","Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor."
"bulletin:20A","Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today."
"bulletin:21A","A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT."
"bulletin:23A","Your position is important and your responsibilities are broad.

Follow all protocols strictly.","Your position is important and your responsibilities are broad.

Follow all protocols strictly."
"bulletin:24A","Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued..."
"bulletin:24B","The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport."
"bulletin:25A","United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district."
"bulletin:26A","The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued..."
"bulletin:26B","United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district."
"bulletin:27A","In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued..."
"bulletin:27B","Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district."
"bulletin:28A","In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports."
"bulletin:29A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued..."
"bulletin:29B","Continue to confiscate all Arstotzkan passports from native entrants.","Continue to confiscate all Arstotzkan passports from native entrants."
"bulletin:30A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued..."
"bulletin:30B","Continue to confiscate all Arstotzkan passports from native entrants.","Continue to confiscate all Arstotzkan passports from native entrants."
"bulletin:31A","The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued..."
"bulletin:31B","You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants."
"facts","$paper: Invalid $fact","$fact :$paper"
"facts","Missing $paper","ﺩﻮﻘﻔﻣ $paper"
"facts","$0 DISTRICT","$0 ﺔﻘﻄﻨﻣ"
"facts","Presence","Presence"
"facts","Sufficience","Sufficience"
"facts","Excellence","Excellence"
"facts","Obristan","ﻥﺎﺘﺴﻳﺮﺑﻭﺃ"
"facts","Antegria","ﺎﻳﺮﺠﻴﺘﻧﺇ"
"facts","Republia","ﺎﻴﻠﺑﻮﺒﻳﺭ"
"facts","UnitedFed","ﻲﻟﺍﺭﺪﻴﻔﻟﺍ ﺩﺎﺤﺗﻹﺍ"
"facts","Impor","ﺭﻮﺒﻣﺇ"
"facts","Kolechia","ﺎﻴﺸﻴﻟﻮﻛ"
"facts","Arstotzka","ﺎﻛﺰﺗﻮﺘﺳﺭﺃ"
"facts","Skal","ﻝﺎﻜﺳ"
"facts","Lorndaz","ﺯﺍﺪﻧﺭﻮﻟ"
"facts","Mergerous","ﺱﺭﻮﺟﺮﻴﻣ"
"facts","St. Marmero","ﻭﺮﻴﻣﺭﺎﻣ .ﺖﻧﺎﺳ"
"facts","Glorian","ﻥﺎﻳﺭﻮﻠﻏ"
"facts","Outer Grouse","ﺱﻭﺍﺮﻏ ﺮﺗﻭﺃ"
"facts","True Glorian","ﻥﺎﻳﺭﻮﻠﻏ ﻭﺮﺗ"
"facts","Lesrenadi","ﻱﺪﻧﺮﺴﻴﻟ"
"facts","Bostan","ﻥﺎﺘﺳﻮﺑ"
"facts","Great Rapid","ﺪﺑﺍﺭ ﺖﻳﺮﻏ"
"facts","Shingleton","ﻥﻮﺘﻠﻐﻨﺷ"
"facts","Korista City","ﺎﺘﺴﻳﺭﻮﻛ ﺔﻨﻳﺪﻣ"
"facts","Enkyo","ﻮﻴﻜﻧﺇ"
"facts","Haihan","ﻥﺎﻬﻳﺎﻫ"
"facts","Tsunkeido","ﻭﺪﻴﻜﻧﻮﺴﺗ"
"facts","Yurko City","ﻮﻛﺭﻮﻳ ﺔﻨﻳﺪﻣ"
"facts","Vedor","ﺭﻭﺪﻴﻓ"
"facts","West Grestin","ﻦﺘﺴﻳﺮﻏ ﺖﺴﻳﻭ"
"facts","Orvech Vonor","ﺭﻮﻧﻮﻓ ﺶﺘﻓﺭﻭﺃ"
"facts","East Grestin","ﻦﺘﺴﻳﺮﻏ ﺖﺴﻳﺇ"
"facts","Paradizna","ﺎﻧﺰﻳﺩﺍﺭﺎﺑ"
"facts","Passport","ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ"
"facts","Entry Ticket","ﻝﻮﺧﺪﻟﺍ ﺓﺮﻛﺬﺗ"
"facts","Entry Permit","Entry Permit"
"facts","Work Pass","Work Pass"
"facts","Id Card","ﺔﻳﻮﻬﻟﺍ ﺔﻗﺎﻄﺑ"
"facts","Id Supplement","Id Supplement"
"facts","Access Permit","Access Permit"
"facts","Diplomatic Auth","Diplomatic Auth"
"facts","Asylum Grant","Asylum Grant"
"facts","Vaccine Cert","Vaccine Cert"
"facts","Identity Record","Identity Record"
"facts","Fingerprints","Fingerprints"
"facts","Name","ﻢﺳﻻﺍ"
"facts","Id Number","ﺔﻳﻮﻬﻟﺍ ﻢﻗﺭ"
"facts","Expiration Date","ﺔﻴﺣﻼﺼﻟﺍ ﺀﺎﻬﺘﻧﺍ ﺦﻳﺭﺎﺗ"
"facts","Issuing City","ﺓﺭﺪﺼﻤﻟﺍ ﺔﻨﻳﺪﻤﻟﺍ"
"facts","Birth Date","ﺩﻼﻴﻤﻟﺍ ﺦﻳﺭﺎﺗ"
"facts","Alias","Alias"
"facts","Height","ﻝﻮﻃ"
"facts","Weight","ﻥﺯﻭ"
"facts","Description","Description"
"facts","Thumbprint","Thumbprint"
"facts","Date","ﺦﻳﺭﺎﺗ"
"facts","Purpose","Purpose"
"facts","Duration","Duration"
"facts","Face","Face"
"facts","District","District"
"facts","Gender","ﺲﻨﺠﻟﺍ"
"facts","Work End Date","Work End Date"
"facts","Altan","ﻥﺎﺘﻟﺃ"
"facts","Vescillo","ﻮﻠﻴﺴﻴﻓ"
"facts","Burnton","ﻥﻮﺘﻧﺮﻴﺑ"
"facts","Octovalis","ﺲﻴﻟﺎﻓﻮﺘﻛﻭﺃ"
"facts","Gennistora","ﺍﺭﻮﺘﺴﻴﻨﻴﺟ"
"facts","Lendiforma","ﺎﻣﺭﻮﻳﺪﻨﻴﻟ"
"facts","Wozenfield","ﺪﻠﻴﻔﻧﺯﻮﻓ"
"facts","Fardesto","ﻮﺘﺳﺩﺭﺎﻓ"
"facts","DENTISTRY","DENTISTRY"
"facts","HEALTH-CARE","HEALTH-CARE"
"facts","GENERAL-LABOR","GENERAL-LABOR"
"facts","ENGINEERING","ENGINEERING"
"facts","SPORTS","SPORTS"
"facts","ARCHITECTURE","ARCHITECTURE"
"facts","FOOD-SERVICE","FOOD-SERVICE"
"facts","AVIATION","AVIATION"
"facts","ACCOUNTING","ACCOUNTING"
"facts","FISHING","FISHING"
"facts","DRAFTING","DRAFTING"
"facts","RESEARCH","RESEARCH"
"facts","FINE-ARTS","FINE-ARTS"
"facts","AGRICULTURE","AGRICULTURE"
"facts","MANUFACTURING","MANUFACTURING"
"facts","CONSTRUCTION","CONSTRUCTION"
"facts","SURVEYING","SURVEYING"
"facts","STATISTICS","STATISTICS"
"facts","POLIO","POLIO"
"facts","HPV","HPV"
"facts","COWPOX","COWPOX"
"facts","TETANUS","TETANUS"
"facts","YEL.FEV.","YEL.FEV."
"facts","CHOLERA","CHOLERA"
"facts","RUBELLA","RUBELLA"
"facts","HEP-B","HEP-B"
"facts","MEASLES","MEASLES"
"facts","TUBERC.","TUBERC."
"facts","2 DAYS","ﻦﻴﻣﻮﻳ"
"facts","14 DAYS","ﻡﻮﻳ 14"
"facts","1 MONTH","ﺮﻬﺷ"
"facts","2 MONTHS","ﻦﻳﺮﻬﺷ"
"facts","3 MONTHS","ﺮﻬﺷﺃ 3"
"facts","6 MONTHS","ﺮﻬﺷﺃ 6"
"facts","1 YEAR","ﺔﻨﺳ"
"facts","FOREVER","ﺪﺑﻸﻟ"
"facts","visit","ﺓﺭﺎﻳﺯ"
"facts","transit","ﺭﻮﺒﻋ"
"facts","work","ﻞﻤﻋ"
"facts","immigrate","ﺔﻣﺎﻗﺇ"
"facts","Possible Smuggler Admitted","Possible Smuggler Admitted"
"facts","Missing documents","ﺔﺼﻗﺎﻧ ﺕﺍﺪﻨﺘﺴﻤﻟﺍ"
"facts","Wanted criminal admitted","Wanted criminal admitted"
"facts","Incorrect purpose response","Incorrect purpose response"
"facts","Incorrect visit duration response","Incorrect visit duration response"
"facts","Passport: Non-matching photo","ﺔﻘﺑﺎﻄﻣ ﺮﻴﻏ ﺓﺭﻮﺻ :ﺮﻔﺴﻟﺍ ﺯﺍﻮﺟ"
