CONTEXT (DO NOT MODIFY),ENGLISH (DO NOT MODIFY),LOCALIZED (EDIT THIS COLUMN)
speech:ask-missing-workpermit,The work pass is missing.,تصريح العمل مفقود.
speech:missing-workpermit,I will get one after I enter.,سأحصل على واحد بعد دخولي.
speech:ask-missing-idcard,Where is your id card?,أين بطاقة هويتك؟
speech:ask-missing-idcard,I need your id card.,أحتاج إلى بطاقة هويتك.
speech:missing-idcard,I never got one.,لم أحصل على واحدة أبدًا.
speech:missing-idcard,I left before they were issued.,غادرت قبل أن يتم إصدارها.
speech:missing-idcard,I lost it.,لقد فقدتها.
speech:ask-missing-idsupplement,You must carry an id supplement.,يجب أن تحمل ملحق الهوية.
speech:ask-missing-idsupplement,Where is your id supplement?,أين ملحق الهوية الخاص بك؟
speech:missing-idsupplement,I never got one.,لم أحصل على واحد أبدًا.
speech:missing-idsupplement,What is a supplement?,ما هو ملحق الهوية؟
speech:missing-idsupplement,This was not provided to me.,لم يتم توفير هذا لي.
speech:ask-missing-asylumgrant,You have no grant for asylum.,ليس لديك منحة للجوء.
speech:ask-missing-asylumgrant,Where is your asylum grant?,أين منحة اللجوء الخاصة بك؟
speech:missing-asylumgrant,I could not secure one in time.,لم أستطع تأمين واحدة في الوقت المناسب.
speech:missing-asylumgrant,I have none.,ليس لدي.
speech:missing-asylumgrant,What is that?,ما هذا؟
speech:ask-missing-accesspermit,Where is the access permit?,أين تصريح الوصول؟
speech:ask-missing-accesspermit,You have no access permit.,ليس لديك تصريح الوصول.
speech:ask-missing-accesspermit,The access permit is missing.,تصريح الوصول مفقود.
speech:ask-wrong-name,These names do not match.,هذه الأسماء لا تتطابق.
speech:wrong-name,I have two different names.,لدي اسمين مختلفين.
speech:wrong-name,I have multiple names.,لدي أسماء متعددة.
speech:wrong-name,My name was changed recently.,لقد تم تغيير اسمي مؤخرًا.
speech:ask-wrong-workend,You are not authorized to work this long.,أنت غير مصرح لك بالعمل لفترة طويلة.
speech:ask-wrong-workend,This work pass expires before your visit.,تنتهي صلاحية تصريح العمل هذا قبل زيارتك.
speech:wrong-workend,I will renew the pass soon.,سأقوم بتجديد التصريح قريبًا.
speech:wrong-workend,I am planning to renew it.,أنا أخطط لتجديده.
speech:wrong-workend,My entry permit is longer than I need.,تصريح الدخول الخاص بي أطول مما أحتاجه.
speech:ask-wrong-idnumber,These numbers do not match.,هذه الأرقام لا تتطابق.
speech:ask-wrong-idnumber,There is a discrepancy here.,يوجد تناقض هنا.
speech:ask-wrong-idnumber,There are two different numbers here.,يوجد رقمين مختلفين هنا.
speech:wrong-idnumber,It must be a mistake. The document is valid.,لا بد أن يكون هناك خطأ. الوثيقة صالحة.
speech:wrong-idnumber,Check again.,تحقق مرة أخرى.
speech:ask-wrong-face,This does not look like you.,هذا لا يبدو مثلك.
speech:ask-wrong-face,Your picture. It is different.,صورتك. إنها مختلفة.
speech:ask-wrong-face,Your appearance has changed.,لقد تغير مظهرك.
speech:wrong-face,It is an old picture.,إنها صورة قديمة.
speech:wrong-face,I had surgery.,لقد أجريت عملية جراحية.
speech:wrong-face,The years have been cruel.,لقد كانت السنين قاسية.
speech:wrong-face,I do not know what to say. It is me.,لا أعرف ماذا أقول. هذا أنا.
speech:ask-wrong-issuingcity,This issuing city is incorrect.,مدينة الإصدار هذه غير صحيحة.
speech:ask-wrong-issuingcity,Your passport has false information.,جواز سفرك لديه معلومات خاطئة.
speech:ask-wrong-gender,You are a man?,هل أنت رجل؟
speech:ask-wrong-gender,It says here that you are male.,يقول هنا أنك ذكر.
speech:ask-wrong-gender,You are a woman?,هل أنت امرأة؟
speech:ask-wrong-gender,Your passport says you are female.,يقول جواز سفرك أنك أنثى.
speech:ask-wrong-gender,Are you a woman or a man?,هل أنت رجل أم امرأة؟
speech:ask-wrong-gender,You are male or female?,هل أنت ذكر أم أنثى؟
speech:wrong-gender,The passport is correct.,جواز السفر صحيح.
speech:wrong-gender,Why do you ask?,لماذا تسأل؟
speech:wrong-gender,As the document says.,كما تقول الوثيقة.
speech:wrong-gender,What is this question?,ما هذا السؤال؟
speech:ask-wrong-gender-busted,There is a problem with your documentation.,هناك مشكلة في وثائقك.
speech:ask-approved,Glory to Arstotzka.,المجد لأرستوتزكا.
speech:ask-approved,Cause no trouble.,لا تسبّب مشاكل.
speech:ask-nativesonly,Try again.,حاول مرة أخرى.
speech:ask-nativesonly,Arstotzkans only.,الأرستوتزكيون فقط.
speech:ask-wrong-nation,No entry from Obristan.,لا يسمح بالدخول من أوبرستان.
speech:ask-wrong-nation,No entry from Kolechia.,لا يسمح بالدخول من كوليشيا.
speech:ask-wrong-nation,No entry from United Federation.,لا يسمح بالدخول من الإتحاد الفيدرالي.
speech:ask-wrong-nation,No entry from Antegria.,لا يسمح بالدخول من أنتيجريا.
speech:ask-wrong-nation,No entry from Republia.,لا يسمح بالدخول من ريبوبليا.
speech:ask-wrong-nation,No entry from Arstotzka.,لا يسمح بالدخول من أرستوتزكا
speech:ask-wrong-nation,No entry from Impor.,لا يسمح بالدخول من إمبور.
speech:ask-search,Face the scanner.,واجه الماسح الضوئي.
speech:ask-search,Turn towards the scanner.,اتجه نحو الماسح الضوئي.
speech:ask-detain,Wait here.,انتظر هنا.
speech:ask-detain,One moment please.,لحظة واحدة من فضلك.
speech:detain,What are you doing?,ما الذي تفعله؟
speech:detain,What is happening?,ماذا يحدث؟
speech:detain,What is this?,ما هذا؟
speech:detain,You cannot do this!,لا يمكنك فعل هذا!
speech:detain,What will happen to me?,ماذا سيحدث لي؟
speech:detain,Who do you think you are?,من تظن نفسك؟
speech:detain,You have no authority for this!,ليس لديك صلاحية لهذا!
speech:detain,You are a fool!,أنت أحمق!
speech:ask-search-enabled,You have been selected for a random search.,لقد تم اختيارك لإجراء تفتيش عشوائي.
speech:ask-wrong-entryticket-date,This ticket is for another day.,هذه التذكرة ليوم آخر.
speech:ask-wrong-entryticket-date,You cannot enter today.,لا يمكنك الدخول اليوم.
speech:ask-wrong-entryticket-date,The date on this ticket is wrong.,التاريخ الموجود على هذه التذكرة خاطئ.
speech:wrong-entryticket-date,It is my mistake.,إنه خطئي.
speech:wrong-entryticket-date,Oh?,أوه؟
speech:ask-missing-entryticket,You cannot enter without a ticket.,لا يمكنك الدخول بدون تذكرة.
speech:ask-missing-entryticket,Foreigners must present an entry ticket.,يجب على الأجانب تقديم تذكرة الدخول.
speech:ask-missing-entryticket,Where is your entry ticket?,أين تذكرة الدخول الخاصة بك؟
speech:missing-entryticket,I do not know what that is.,لا أعلم ما هذا.
speech:missing-entryticket,I have none.,ليس لدي.
speech:missing-entryticket,It was lost.,لقد ضاعت.
speech:ask-wrong-identity,I cannot verify your identity.,لا أستطيع التحقق من هويتك.
speech:ask-wrong-identity,Your identity does not match.,هويتك لا تتطابق.
speech:ask-wrong-alias,There is no record of this name.,لا يوجد سجل بهذا الاسم.
speech:ask-wrong-alias,I cannot verify your alias.,لا أستطيع التحقق من اسمك المستعار.
speech:ask-wrong-fingerprints,Your fingerprints do not match our records.,بصمات أصابعك لا تتطابق مع سجلاتنا.
speech:ask-wrong-fingerprints,I cannot verify your fingerprints.,لا أستطيع التحقق من بصمات أصابعك.
speech:ask-contraband,There is zero tolerance for contraband.,لا يوجد أي تسامح مع البضائع المهربة.
speech:ask-contraband,You have made a mistake coming here.,لقد ارتكبت خطأ بالمجيء إلى هنا.
speech:contraband,You can see that?,يمكنك رؤية ذلك؟
speech:contraband,What?,ماذا؟
speech:contraband,I know nothing.,لا أعرف شيء.
speech:contraband,Is it so obvious?,هل الأمر واضح جدًا؟
speech:ask-wrong-information,This information does not look correct.,هذه المعلومات لا تبدو صحيحة.
speech:ask-wrong-information,This is incorrect.,هذا غير صحيح.
speech:ask-wrong-height,Your height is different.,طولك مختلف.
speech:wrong-height,Perhaps my shoes are different.,ربما لأن حذائي مختلف.
speech:wrong-height,It is a natural difference.,إنه فرق طبيعي.
speech:ask-wrong-weight,Your weight is different.,وزنك مختلف.
speech:wrong-weight,I am wearing different clothes.,أنا أرتدي ملابس مختلفة.
speech:wrong-weight,My weight has changed naturally.,لقد تغير وزني بشكل طبيعي.
speech:ask-criminal,You have interesting face.,لديك وجه مثير للاهتمام.
speech:ask-criminal,Maybe you should not have come.,ربما لم يكن عليك المجيء.
speech:ask-criminal,We have some questions for you.,لدينا بعض الأسئلة لك.
speech:criminal,I have nothing to say.,ليس لدي شيء أقوله
speech:criminal,Let me through or you will regret it.,دعني أمر أو ستندم.
speech:criminal,I do not like your tone.,أنا لا أحب نبرتك.
speech:ask-wrong-description,This does not sound like you.,هذا لا يبدو مثلك.
speech:ask-wrong-description,You do not match this description.,أنت لا تتطابق مع هذا الوصف.
speech:wrong-description,I have changed.,لقد تغيرت.
speech:wrong-description,How can you say for sure?,كيف يمكنك أن تقول بالتأكيد ؟
speech:wrong-description,Is that good or bad?,هل هذا جيد أم سيء؟
speech:hidden-paper,Here it is.,ها هو.
speech:hidden-paper,Sorry. I have it here.,آسف. أنا عندي هنا.
speech:hidden-paper,I have it here.,أنا عندي هنا.
speech:hidden-paper,Here.,هنا.
speech:ask-wrong-thumbprint,Your thumb print does not match.,بصمة الإبهام الخاصة بك لا تتطابق.
speech:ask-wrong-thumbprint,This print does not match.,هذه الطباعة لا تتطابق.
speech:ask-wrong-diploaccess,Your diplomatic authorization does not cover Arstotzka.,تفويضك الدبلوماسي لا يغطي أرستوتسكا.
speech:ask-wrong-diploaccess,You have no diplomatic rights here.,ليس لديك أي حقوق دبلوماسية هنا.
speech:ask-wrong-diploaccess,This authorization does not include Arstotzka.,هذا التفويض لا يشمل أرستوتزكا
speech:wrong-diploaccess,Nonsense.,هراء.
speech:wrong-diploaccess,Check with your superiors.,تأكد من ذلك مع رؤسائك.
speech:wrong-diploaccess,I have full authorization.,لدي التصريح الكامل.
speech:ask-missing-vaccinecert,Where is the vaccine certification?,أين شهادة التطعيم؟
speech:ask-missing-vaccinecert,Where is your proof of vaccination?,أين دليل التطعيم الخاص بك؟
speech:ask-missing-vaccinecert,All entrants must be vaccinated.,يجب أن يكون جميع الداخلين مُلقحين.
speech:missing-vaccinecert,I do not believe in vaccines.,أنا لا أؤمن بالتطعيمات.
speech:missing-vaccinecert,I could not afford certification.,لم أتمكن من تحمل تكاليف الشهادة.
speech:ask-vaccine-expired,This vaccine has expired.,لقد انتهت صلاحية هذا التطعيم.
speech:ask-vaccine-expired,This vaccine is no longer active.,هذا التطعيم لم يعد فعالًا.
speech:ask-vaccine-wrongdrugs,You are missing the required vaccination.,أنت تفتقد التطعيم المطلوب.
speech:ask-vaccine-wrongdrugs,This vaccine certificate is insufficient.,شهادة التطعيم هذه غير كافية.
speech:trade-fingerprints,Here.,هنا.
speech:trade-fingerprints,Is this ok?,هل هذا مقبول؟
speech:trade-fingerprints,Here are my fingerprints.,هذه بصمات أصابعي.
speech:trade-fingerprints,Now I have ink everywhere.,الآن لدي حبر في كل مكان.
speech:default,Please let me through.,من فضلك دعني أمر.
speech:default,What are you talking about?,ما الذي تتحدث عنه؟
speech:default,I know nothing about this.,لا أعرف شيئا عن هذا.
speech:default,I do not know what to say.,لا أعرف ماذا أقول.
speech:default,Oh?,أوه؟
face:M00,Short Hair,شعر قصير
face:M00,Good Vision,رؤية جيدة
face:M00,Balding,أصلع جزئيًا
face:M00,Glasses,نظارات
face:M00,Large Mustache,شارب كبير
face:M01,Bald,أصلع
face:M01,Large Curly Locks,شعر مجعد وكثيف
face:M01,Glasses,نظارات
face:M02,Cropped Hair,شعر مقصوص
face:M02,Glasses,نظارات
face:M02,Overweight,وزن زائد
face:M02,No Glasses,بدون نظارات
face:M03,Dark Hair,شعر داكن
face:M03,Mustache,شارب
face:M03,Light Hair,شعر خفيف
face:M03,Glasses,نظارات
face:M10,Beard,لحية
face:M10,Mustache,شارب
face:M10,Shaved Head,رأس محلوق
face:M10,Glasses,نظارات
face:M11,Goatee,سكسوكة
face:M11,Perfect Vision,رؤية مثالية
face:M11,Mohawk,قزع
face:M11,Glasses,نظارات
face:M12,Short Cropped Hair,شعر قصير مقصوص
face:M12,Long Wavy Hair,شعر طويل مموج
face:M12,Glasses,نظارات
face:M13,Balding,أصلع جزئيًا
face:M13,Huge Afro,كدش ضخم
face:M13,Thick Glasses,نظارات سميكة
face:M20,Balding,أصلع جزئيًا
face:M20,Curly Hair,شعر مجعّد
face:M20,Glasses,نظارات
face:M21,Short Straight Hair,شعر قصير مستقيم
face:M21,Bald,أصلع
face:M21,Glasses,نظارات
face:M22,Short Light Hair,شعر قصير خفيف
face:M22,Dark Hair,شعر داكن
face:M22,Glasses,نظارات
face:M23,Widow's Peak,صنادح
face:M23,Mustache,شارب
face:M23,Shaved Head,رأس محلوق
face:M23,Glasses,نظارات
face:M23,Clean Shaven,حلاقة نظيفة
face:M30,Tall Forehead,جبهة طويلة
face:M30,Totally Bald,أصلع تمامًا
face:M30,Glasses,نظارات
face:M31,Killer Sideburns,زلف قاتل
face:M31,Light Hair,شعر خفيف
face:M31,Glasses,نظارات
face:M32,Bobbed Hair,شعر قصير ومقصوص
face:M32,Long Curly Hair,شعر طويل مجعد
face:M32,Glasses,نظارات
face:M32,Large Mustache,شارب كبير
face:M33,Short Curly Hair,شعر قصير مجعد
face:M33,Mustache,شارب
face:M33,Balding,أصلع جزئيًا
face:M33,Glasses,نظارات
face:M33,No Mustache,بدون شارب
face:M40,Bald,أصلع
face:M40,Long Hair,شعر طويل
face:M40,Glasses,نظارات
face:M41,Mohawk,قزع
face:M41,Large Sideburns,زلف كبير
face:M41,Glasses,نظارات
face:M42,Short Curly Hair,شعر قصير مجعد
face:M42,Flat-top Hair,شعر مسطح
face:M42,Glasses,نظارات
face:M42,Pencil Mustache,شارب نحيف
face:M43,Unkempt Curly Hair,شعر مجعد غير مهذب
face:M43,Mustache,شارب
face:M43,Long Straight Hair,شعر طويل مستقيم
face:M43,Glasses,نظارات
face:F00,Wavy Hair,شعر مموج
face:F00,Short Hair,شعر قصير
face:F00,Glasses,نظارات
face:F01,Small Head,رأس صغير
face:F01,Glasses,نظارات
face:F01,Afro,كدش
face:F01,Perfect Vision,رؤية مثالية
face:F02,Overweight,وزن زائد
face:F02,Slim Figure,جسم نحيف
face:F02,Glasses,نظارات
face:F03,Bobbed Hair,شعر قصير ومقصوص
face:F03,Long Hair,شعر طويل
face:F03,Glasses,نظارات
face:F10,Straight Hair,شعر مستقيم
face:F10,Long Curly Hair,شعر طويل مجعد
face:F10,Glasses,نظارات
face:F11,Bobbed Hair,شعر قصير ومقصوص
face:F11,Afro,كدش
face:F11,Glasses,نظارات
face:F12,Short Hair,شعر قصير
face:F12,Huge Afro,كدش ضخم
face:F12,Thick Glasses,نظارات سميكة
face:F13,Very Short Hair,شعر قصير جدًا
face:F13,Long Straight Hair,شعر مستقيم طويل
face:F13,Glasses,نظارات
face:F20,Short Hair,شعر قصير
face:F20,Long Curly Hair,شعر طويل مجعد
face:F20,Glasses,نظارات
face:F21,Overweight,وزن زائد
face:F21,Slim Figure,جسم نحيف
face:F21,Glasses,نظارات
face:F22,Bobbed Hair,شعر قصير ومقصوص
face:F22,Shaved Head,رأس محلوق
face:F22,Glasses,نظارات
face:F23,Short Curly Hair,شعر مجعد قصير
face:F23,Long Straight Hair,شعر طويل مستقيم
face:F23,Glasses,نظارات
face:F30,Curly Bobbed Hair,شعر مجعد قصير
face:F30,Shaved Head,رأس محلوق
face:F30,Thick Glasses,نظارات سميكة
face:F31,Short Wavy Hair,شعر قصير مموج
face:F31,Glasses,نظارات
face:F31,Long Hair,شعر طويل
face:F31,Good Vision,رؤية جيدة
face:F32,Bobbed Hair,شعر قصير ومقصوص
face:F32,Light Curly Hair,شعر مجعد خفيف
face:F32,Glasses,نظارات
face:F33,Long Hair,شعر طويل
face:F33,Shaved Head,رأس محلوق
face:F33,Glasses,نظارات
face:F40,Straight Hair,شعر مستقيم
face:F40,Curly Hair,شعر مجعد
face:F40,Glasses,نظارات
face:F41,Bobbed Hair,شعر قصير ومقصوص
face:F41,Round Face,وجه مستدير
face:F41,Glasses,نظارات
face:F42,Dark Hair,شعر داكن
face:F42,Long Straight Hair,شعر طويل مستقيم
face:F42,Glasses,نظارات
face:F43,Long Hair,شعر طويل
face:F43,Shaved Head,رأس محلوق
face:F43,No Glasses,بدون نظارات
achievement:ACH_TOKEN_ANTEGRIA,Antegria Token,رمز أنتيجريا
achievement:ACH_TOKEN_ANTEGRIA,Collect the hidden Antegria Token,اجمع رمز أنتيجريا المخفي
achievement:ACH_TOKEN_ARSTOTZKA,Arstotzka Token,رمز أرستوتزكا
achievement:ACH_TOKEN_ARSTOTZKA,Collect the hidden Arstotzka Token,اجمع رمز أرستوتزكا المخفي
achievement:ACH_TOKEN_IMPOR,Impor Token,رمز إمبور
achievement:ACH_TOKEN_IMPOR,Collect the hidden Impor Token,اجمع رمز إمبور المخفي
achievement:ACH_TOKEN_KOLECHIA,Kolechia Token,رمز كوليشيا
achievement:ACH_TOKEN_KOLECHIA,Collect the hidden Kolechia Token,اجمع رمز كوليشيا المخفي
achievement:ACH_TOKEN_OBRISTAN,Obristan Token,رمز أوبريستان
achievement:ACH_TOKEN_OBRISTAN,Collect the hidden Obristan Token,اجمع رمز أوبريستان المخفي
achievement:ACH_TOKEN_REPUBLIA,Republia Token,رمز ريبوبليا
achievement:ACH_TOKEN_REPUBLIA,Collect the hidden Republia Token,اجمع رمز ريبوبليا المخفي
achievement:ACH_TOKEN_UNITEDFED,United Federation Token,رمز الإتحاد الفيدرالي
achievement:ACH_TOKEN_UNITEDFED,Collect the hidden United Federation Token,اجمع رمز الإتحاد الفيدرالي المخفي
achievement:ACH_END_TURNEDOVEREZICDOCS,Too Honest,صريح جدًا
achievement:ACH_END_TURNEDOVEREZICDOCS,Turn over EZIC docs to M.O.I investigator,تسليم مستندات إيزك إلى محقق وزارة الداخلية
achievement:ACH_END_KILLEDTARGET,Hired Rifle,بندقية مستأجرة
achievement:ACH_END_KILLEDTARGET,Kill the man in red for EZIC,اقتل الرجل الذي باللون الأحمر لأجل إيزك
achievement:ACH_END_HELPEZICHOLDFIRE,Member of the Order,عضو في المنظمة
achievement:ACH_END_HELPEZICHOLDFIRE,Help EZIC overthrow the government,مساعدة إيزك في الإطاحة بالحكومة
achievement:ACH_END_ESCAPE,Snowier Pastures,المراعي الثلجية
achievement:ACH_END_ESCAPE,Escape to Obristan,الهروب إلى أوبريستان
achievement:ACH_END_IGNOREEZIC,Glory to Arstotzka,المجد لأرستوتزكا
achievement:ACH_END_IGNOREEZIC,Ignore all EZIC requests and work dutifully,تجاهل جميع طلبات إيزك والعمل بجد واجتهاد.
achievement:ACH_APT_CLASS5,Worker's Best,أفضل ما لدى العامل
achievement:ACH_APT_CLASS5,Acquire a Class-5 Apartment,احصل على شقة من الدرجة الخامسة
font-stylesheet-override,css/fonts.css,css/fonts.css
baked-captures-url,NONE,NONE
