CONTEXT (DO NOT MODIFY),ENGLISH (DO NOT MODIFY),LOCALIZED (EDIT THIS COLUMN)
end:wall-destroyed,The border will reopen under a replacement inspector.,The border will reopen under a replacement inspector.
end:wall-destroyed,Glory to Arstotzka.,Glory to Arstotzka.
end:help-ezic-kill-attackers-wall-safe,Hello inspector.,Hello inspector.
end:help-ezic-kill-attackers-wall-safe,We have audited your recent activities.,We have audited your recent activities.
end:help-ezic-kill-attackers-wall-safe,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.
end:help-ezic-kill-attackers-wall-safe,Several members of this group have been arrested in Arstotzka.,Several members of this group have been arrested in Arstotzka.
end:help-ezic-kill-attackers-wall-safe,At least one EZIC member has confessed to receiving your help.,At least one EZIC member has confessed to receiving your help.
end:help-ezic-kill-attackers-wall-safe,This represents treason of the highest order.,This represents treason of the highest order.
end:help-ezic-kill-attackers-wall-safe,Goodbye inspector.,Goodbye inspector.
end:help-ezic-kill-attackers-wall-safe,The execution is scheduled for tonight.,The execution is scheduled for tonight.
end:help-ezic-kill-attackers-wall-safe,Your family's safety is unknown.,Your family's safety is unknown.
end:help-ezic-kill-attackers-wall-safe,EZIC has been crushed. The balance of justice is restored.,EZIC has been crushed. The balance of justice is restored.
end:help-ezic-kill-attackers-wall-safe,Glory to Arstotzka.,Glory to Arstotzka.
end:help-ezic-kill-attackers-wall-safe,[A note appears from under the cell door],[A note appears from under the cell door]
end:help-ezic-kill-attackers-wall-safe,INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT,INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT
end:help-ezic-kill-attackers-wall-safe,THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY,THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY
end:help-ezic-kill-attackers-wall-destroyed,The border has been pierced.,The border has been pierced.
end:help-ezic-kill-attackers-wall-destroyed,It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.,It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.
end:help-ezic-kill-attackers-wall-destroyed,EZIC grows strong while the corrupt and greedy weaken.,EZIC grows strong while the corrupt and greedy weaken.
end:help-ezic-kill-attackers-wall-destroyed,Your betrayal means you have chosen the wrong side.,Your betrayal means you have chosen the wrong side.
end:help-ezic-kill-attackers-wall-destroyed,There is no place for you or your family in this revolution.,There is no place for you or your family in this revolution.
end:help-ezic-kill-attackers-wall-destroyed,Goodbye inspector.,Goodbye inspector.
end:help-ezic-kill-attackers-wall-destroyed,Glory to the New Arstotzka.,Glory to the New Arstotzka.
end:help-few-ezic,Hello inspector.,Hello inspector.
end:help-few-ezic,We have audited your recent activities.,We have audited your recent activities.
end:help-few-ezic,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.
end:help-few-ezic,Several members of this group have been arrested in Arstotzka.,Several members of this group have been arrested in Arstotzka.
end:help-few-ezic,At least one EZIC member has confessed to receiving your help.,At least one EZIC member has confessed to receiving your help.
end:help-few-ezic,This represents treason of the highest order.,This represents treason of the highest order.
end:help-few-ezic,Goodbye inspector.,Goodbye inspector.
end:help-few-ezic,The execution is scheduled for tonight.,The execution is scheduled for tonight.
end:help-few-ezic,Your family's safety is unknown.,Your family's safety is unknown.
end:help-few-ezic,EZIC has been crushed. The balance of justice is restored.,EZIC has been crushed. The balance of justice is restored.
end:help-few-ezic,Glory to Arstotzka.,Glory to Arstotzka.
end:escape,You board the late train to the Northern Territories. It is nearly empty.,You board the late train to the Northern Territories. It is nearly empty.
end:escape,You pay for the hastily forged passport and re-entry ticket. They look terrible.,You pay for the hastily forged passport and re-entry ticket. They look terrible.
end:escape,You pay for the hastily forged passports and re-entry tickets. They look terrible.,You pay for the hastily forged passports and re-entry tickets. They look terrible.
end:escape,You reach the border crossing at dawn. The line is immense.,You reach the border crossing at dawn. The line is immense.
end:escape,Six hours later.,Six hours later.
end:escape,Your documents.,Your documents.
end:escape,Here.,Here.
end:escape,You are entering alone?,You are entering alone?
end:escape,Yes.,Yes.
end:escape,I come to visit relatives.,I come to visit relatives.
end:escape,"No, my family as well.","No, my family as well."
end:escape,Hand over all documents now.,Hand over all documents now.
end:escape,We come to visit relatives.,We come to visit relatives.
end:escape,I do not care why you come. Wait here.,I do not care why you come. Wait here.
end:escape,*KACHUNK*,*KACHUNK*
end:escape,Welcome to Obristan. Next!,Welcome to Obristan. Next!
end:help-ezic-hold-fire,Inspector! It is a glorious day!,Inspector! It is a glorious day!
end:help-ezic-hold-fire,The border has been pierced.,The border has been pierced.
end:help-ezic-hold-fire,EZIC grows strong while the corrupt and greedy weaken.,EZIC grows strong while the corrupt and greedy weaken.
end:help-ezic-hold-fire,We are moving you and your family to a better home.,We are moving you and your family to a better home.
end:help-ezic-hold-fire,Your services as an inspector are no longer required. We need agents.,Your services as an inspector are no longer required. We need agents.
end:help-ezic-hold-fire,Follow us and together we will complete the revolution!,Follow us and together we will complete the revolution!
end:help-ezic-hold-fire,Glory to the New Arstotzka.,Glory to the New Arstotzka.
end:ignore-ezic,Hello inspector.,Hello inspector.
end:ignore-ezic,We have audited your activities for the past 20 years.,We have audited your activities for the past 20 years.
end:ignore-ezic,There are some anomalies.,There are some anomalies.
end:ignore-ezic,But you have served Arstotzka well.,But you have served Arstotzka well.
end:ignore-ezic,We will overlook these small transgressions.,We will overlook these small transgressions.
end:ignore-ezic,You have been cleared of any suspicion.,You have been cleared of any suspicion.
end:ignore-ezic,Glory to Arstotzka.,Glory to Arstotzka.
end:ignore-ezic,A new agreement has been reached with Kolechia.,A new agreement has been reached with Kolechia.
end:ignore-ezic,Grestin Border Checkpoint will reopen soon.,Grestin Border Checkpoint will reopen soon.
end:ignore-ezic,Return to your post on January 1st.,Return to your post on January 1st.
end:ignore-ezic,ENDLESS UNLOCK CODE: 62131,ENDLESS UNLOCK CODE: 62131
endless:timed,Timed,Timed
endless:timed,Process as many travelers as possible in 10 minutes.,Process as many travelers as possible in 10 minutes.
endless:timed,"ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation."
endless:perfection,Perfection,Perfection
endless:perfection,Game over at first penalty. Earn dwindling points.,Game over at first penalty. Earn dwindling points.
endless:perfection,"ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly."
endless:endurance,Endurance,Endurance
endless:endurance,Play until balance goes negative. Avoid penalties.,Play until balance goes negative. Avoid penalties.
endless:endurance,"ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring."
endless:course1,Course 1,Course 1
endless:course2,Course 2,Course 2
endless:course3,Course 3,Course 3
endless:course4,Course 4,Course 4
bullend:1A,Check rulebook for rules in effect.,Check rulebook for rules in effect.
bullend:2A,Check rulebook for rules in effect.,Check rulebook for rules in effect.
bullend:3A,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.
bullend:4A,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.
night:MANAGE_EXPENSES,Manage your expenses using the checkboxes below.,Manage your expenses using the checkboxes below.
night:AFTER_6PM,Applicants entering after 6PM are unpaid.,Applicants entering after 6PM are unpaid.
night:PROGRESS_SAVED,Progress is saved at the start of each day.,Progress is saved at the start of each day.
night:ATTACK_DIDNOTHING,The day was cut short by a terrorist attack.,The day was cut short by a terrorist attack.
night:ATTACK_FIREDGUN,The day was cut short by a terrorist attack.,The day was cut short by a terrorist attack.
night:ATTACK_FIREDGUN,TRIGGER BONUS,TRIGGER BONUS
night:ATTACK_SOLVED,The day was cut short by a terrorist attack.,The day was cut short by a terrorist attack.
night:ATTACK_SOLVED,SHARPSHOOTER BONUS,SHARPSHOOTER BONUS
night:POISONING,The day was cut short by a security incident.,The day was cut short by a security incident.
night:FAMILY_PICTURE,Your wife found an old family picture.,Your wife found an old family picture.
night:BUY_UPGRADE0,Booth Upgrade Available: SPACE key to toggle INSPECT mode.,Booth Upgrade Available: SPACE key to toggle INSPECT mode.
night:BUY_UPGRADE0,UPGRADE BOOTH,UPGRADE BOOTH
night:BUY_UPGRADE0,Booth Upgrade Available: Multitouch.,Booth Upgrade Available: Multitouch.
night:BUY_UPGRADE0,Booth Upgrade Available: Rulebook shortcuts.,Booth Upgrade Available: Rulebook shortcuts.
night:BUY_UPGRADE1,Booth Upgrade Available: TAB key to toggle stamp bar.,Booth Upgrade Available: TAB key to toggle stamp bar.
night:BUY_UPGRADE1,UPGRADE BOOTH,UPGRADE BOOTH
night:BUY_UPGRADE2,Booth Upgrade Available: Rulebook shortcuts.,Booth Upgrade Available: Rulebook shortcuts.
night:BUY_UPGRADE2,UPGRADE BOOTH,UPGRADE BOOTH
night:BUY_UPGRADE3,Booth Upgrade Available: Double-click for quick INSPECT.,Booth Upgrade Available: Double-click for quick INSPECT.
night:BUY_UPGRADE3,UPGRADE BOOTH,UPGRADE BOOTH
night:APARTMENT_RENT,The rent has gone up.,The rent has gone up.
night:APARTMENT_UPGRADE,"A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-8,MOVE TO CLASS-8
night:APARTMENT_UPGRADE,"A class-7 apartment is available. (Rent = 30, Heat = 10)","A class-7 apartment is available. (Rent = 30, Heat = 10)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-7,MOVE TO CLASS-7
night:APARTMENT_UPGRADE,"A class-6 apartment is available. (Rent = 40, Heat = 5)","A class-6 apartment is available. (Rent = 40, Heat = 5)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-6,MOVE TO CLASS-6
night:APARTMENT_UPGRADE,"A class-5 apartment is available. (Rent = 50, Heat = 0)","A class-5 apartment is available. (Rent = 50, Heat = 0)"
night:APARTMENT_UPGRADE,Class-5 is the best a worker can have.,Class-5 is the best a worker can have.
night:APARTMENT_UPGRADE,MOVE TO CLASS-5,MOVE TO CLASS-5
night:SON_BIRTHDAY,Your son's birthday is in 2 days.,Your son's birthday is in 2 days.
night:SON_BIRTHDAY2,Your son's birthday is tomorrow. He wants an expensive crayon set.,Your son's birthday is tomorrow. He wants an expensive crayon set.
night:SON_BIRTHDAY2,SON'S GIFT,SON'S GIFT
night:SON_BIRTHDAY3,Your son has drawn a picture for you to take to work.,Your son has drawn a picture for you to take to work.
night:NIECE,Your sister has been arrested. Her young daughter needs a home.,Your sister has been arrested. Her young daughter needs a home.
night:NIECE,ADOPT NIECE,ADOPT NIECE
night:NIECE2_YES,Your niece has brought her mother's savings.,Your niece has brought her mother's savings.
night:NIECE2_YES,SISTER'S SAVINGS,SISTER'S SAVINGS
night:NIECE2_NO,Your niece has disappeared.,Your niece has disappeared.
night:FRIENDLY_GUARD_PAYOUT,A young woman dropped off something.,A young woman dropped off something.
night:FRIENDLY_GUARD_PAYOUT,ELISA'S GIFT,ELISA'S GIFT
night:DETAIN_PAYOUT,DETAIN BONUS,DETAIN BONUS
night:EZIC_PAYOUT,A strange man brought money. Uncheck to burn it.,A strange man brought money. Uncheck to burn it.
night:EZIC_PAYOUT,EZIC GIFT,EZIC GIFT
night:EZIC_PAYOUT_RETRY,A strange man brought money again. Uncheck to burn it.,A strange man brought money again. Uncheck to burn it.
night:EZIC_PAYOUT_RETRY,EZIC GIFT,EZIC GIFT
night:EZIC_TAKESAVINGS,The neighbors have reported your new wealth.,The neighbors have reported your new wealth.
night:EZIC_TAKESAVINGS,The Ministry of Income has confiscated your savings pending investigation.,The Ministry of Income has confiscated your savings pending investigation.
night:EZIC_CLEARED,The Ministry of Income has cleared all wrongdoing.,The Ministry of Income has cleared all wrongdoing.
night:EZIC_CLEARED,Your savings will not be returned.,Your savings will not be returned.
night:EZIC_REWARD,A small package arrived.,A small package arrived.
night:EZIC_REWARD,EZIC GIFT,EZIC GIFT
night:TAKE_FAMILY_PASSPORTS,The Ministry of Information has confiscated your family's passports.,The Ministry of Information has confiscated your family's passports.
night:ESCAPE,You can now escape to Obristan by yourself.,You can now escape to Obristan by yourself.
night:ESCAPE,You can now escape to Obristan with one family member.,You can now escape to Obristan with one family member.
night:ESCAPE,You can now escape to Obristan with two family members.,You can now escape to Obristan with two family members.
night:ESCAPE,You can now escape to Obristan with three family members.,You can now escape to Obristan with three family members.
night:ESCAPE,You can now escape to Obristan with four family members.,You can now escape to Obristan with four family members.
night:ESCAPE,You can now escape to Obristan with everyone.,You can now escape to Obristan with everyone.
night:ESCAPE_1,ESCAPE (SELF),ESCAPE (SELF)
night:ESCAPE_2,ESCAPE (SELF+1),ESCAPE (SELF+1)
night:ESCAPE_3,ESCAPE (SELF+2),ESCAPE (SELF+2)
night:ESCAPE_4,ESCAPE (SELF+3),ESCAPE (SELF+3)
night:ESCAPE_5,ESCAPE (SELF+4),ESCAPE (SELF+4)
night:ESCAPE_6,ESCAPE (SELF+5),ESCAPE (SELF+5)
night:HANGINGS_PENALTY,A fine has been assessed for unofficial wall hangings.,A fine has been assessed for unofficial wall hangings.
night:HANGINGS_PENALTY,HANGINGS FINE,HANGINGS FINE
night:SELL_WATCH,You sold the digital watch on your way home.,You sold the digital watch on your way home.
night:SELL_WATCH,WATCH PROFIT,WATCH PROFIT
night:EASY_MODE,EASY MODE CRUTCH,EASY MODE CRUTCH
night:SNEAK_HOME,You have rushed home amid the panic at work to check on your family.,You have rushed home amid the panic at work to check on your family.
night:SNEAK_HOME,Your information audit is scheduled for tomorrow morning.,Your information audit is scheduled for tomorrow morning.
note:EZIC_CORMAN,"ARSTOTZKA IS GREAT COUNTRY POISONED BY CORRUPT LEADERS

WAR HAS MADE GOV'T GREEDY AND PARANOID - YOU HAVE SEEN FOR YOURSELF

HELP US FREE ARSTOTZKA FROM ITS SHACKLES


* THE ORDER OF THE EZIC STAR","ARSTOTZKA IS GREAT COUNTRY POISONED BY CORRUPT LEADERS

WAR HAS MADE GOV'T GREEDY AND PARANOID - YOU HAVE SEEN FOR YOURSELF

HELP US FREE ARSTOTZKA FROM ITS SHACKLES


* THE ORDER OF THE EZIC STAR"
note:EZIC_HANDLER_POST0,"FIRST AGENT WAS DENIED

SECOND WILL COME IN THREE DAYS

DO NOT MAKE SAME MISTAKE","FIRST AGENT WAS DENIED

SECOND WILL COME IN THREE DAYS

DO NOT MAKE SAME MISTAKE"
note:EZIC_HANDLER_PRE1,"LARGE GIFT WAS MISTAKE

MINISTRY OF INFORMATION NOW INVESTIGATES YOUR CONNECTION TO EZIC

NEXT AGENT COMES TODAY

WILL SOLVE PROBLEM

DENY AT OWN RISK","LARGE GIFT WAS MISTAKE

MINISTRY OF INFORMATION NOW INVESTIGATES YOUR CONNECTION TO EZIC

NEXT AGENT COMES TODAY

WILL SOLVE PROBLEM

DENY AT OWN RISK"
note:EZIC_HANDLER_POST1,"BOTH AGENTS WERE DENIED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","BOTH AGENTS WERE DENIED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
note:EZIC_HANDLER_POST1,"ONLY ONE AGENT APPROVED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN ,THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","ONLY ONE AGENT APPROVED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN ,THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
note:EZIC_HANDLER_POST1,"YOU HAVE DONE WELL

BOTH AGENTS NOW OPERATING

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","YOU HAVE DONE WELL

BOTH AGENTS NOW OPERATING

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
note:EZIC_HANDLER_EXT,"BORDER ATTACKS ARE NOT EZIC OPERATIONS

UNKNOWN EXTREMIST GROUPS RESPONSIBLE

THE ORDER AIMS TO WEAKEN CORRUPT POWER CENTERS - NOT INJURE INNOCENTS - EZIC AGENT ARRIVES TODAY TO UNCOVER EXTREMISTS","BORDER ATTACKS ARE NOT EZIC OPERATIONS

UNKNOWN EXTREMIST GROUPS RESPONSIBLE

THE ORDER AIMS TO WEAKEN CORRUPT POWER CENTERS - NOT INJURE INNOCENTS - EZIC AGENT ARRIVES TODAY TO UNCOVER EXTREMISTS"
note:EZIC_POISON_MESSENGER,"ASSASSIN COMING FROM ANTEGRIA

WILL TARGET IMPORTANT EZIC AGENT IN ARSTOTZKA

MUST BE STOPPED

HIS NAME IS KHALED ISTOM

DO NOT FORGET","ASSASSIN COMING FROM ANTEGRIA

WILL TARGET IMPORTANT EZIC AGENT IN ARSTOTZKA

MUST BE STOPPED

HIS NAME IS KHALED ISTOM

DO NOT FORGET"
note:EZIC_HANDLER_SNIPE,"KHALED IS RETURNING - HE NOW CARRIES INFORMATION ON ALL EZIC AGENTS

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - MAN IN RED - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE","KHALED IS RETURNING - HE NOW CARRIES INFORMATION ON ALL EZIC AGENTS

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - MAN IN RED - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE"
note:EZIC_HANDLER_SNIPE,"KHALED KILLED TWO EZIC AGENTS - ANOTHER ASSASSIN COMES - MAN IN RED - CARRIES INFO ON ALL EZIC IN ARSTOTZKA

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE","KHALED KILLED TWO EZIC AGENTS - ANOTHER ASSASSIN COMES - MAN IN RED - CARRIES INFO ON ALL EZIC IN ARSTOTZKA

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE"
note:EZIC_HANDLER_SNIPE,"KHALED DEALT WITH - ANOTHER ASSASSIN COMES - MAN IN RED - CARRIES INFO ON ALL EZIC IN ARSTOTZKA

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE","KHALED DEALT WITH - ANOTHER ASSASSIN COMES - MAN IN RED - CARRIES INFO ON ALL EZIC IN ARSTOTZKA

CANNOT TAKE CHANCES - YOU MUST KILL HIM TODAY - WE WILL PROVIDE OPPORTUNITY

IF SUCCEED, YOU WILL BE CAUGHT - MUST SACRIFICE SELF FOR ARSTOTZKA - FAMILY WILL BE SAFE"
note:EZIC_HANDLER_POSTSNIPE,"WE HAVE MISSED OUR CHANCE

MAN IN RED SURVIVES

HE NOW TARGETS EZIC AGENTS IN KOLECHIA

OUR PLANS MUST ADAPT","WE HAVE MISSED OUR CHANCE

MAN IN RED SURVIVES

HE NOW TARGETS EZIC AGENTS IN KOLECHIA

OUR PLANS MUST ADAPT"
note:EZIC_HANDLER_DIPLO,"GOVERNMENT PLANS TO YIELD TO KOLECHIAN DEMANDS AND FURTHER CEDE GRESTIN

NEGOTIATIONS MUST BE IMPEDED

ALLOW KOLECHIAN DIPLOMAT ENTRY BUT CONFISCATE PASSPORT FIRST

EZIC AGENT WILL FOLLOW TO ASSUME IDENTITY","GOVERNMENT PLANS TO YIELD TO KOLECHIAN DEMANDS AND FURTHER CEDE GRESTIN

NEGOTIATIONS MUST BE IMPEDED

ALLOW KOLECHIAN DIPLOMAT ENTRY BUT CONFISCATE PASSPORT FIRST

EZIC AGENT WILL FOLLOW TO ASSUME IDENTITY"
note:EZIC_FINAL,"GRESTIN CHECKPOINT IS AT AN END

TODAY WE BREAK THIS WALL DOWN

YOU WILL BE SAFE

HOLD YOUR FIRE

* THE ORDER OF THE EZIC STAR","GRESTIN CHECKPOINT IS AT AN END

TODAY WE BREAK THIS WALL DOWN

YOU WILL BE SAFE

HOLD YOUR FIRE

* THE ORDER OF THE EZIC STAR"
traveler:DEFAULT,Where is my passport? ; My passport? ; Passport? ; What is this slip? Where is passport?,Where is my passport? ; My passport? ; Passport? ; What is this slip? Where is passport?
traveler:DEFAULT,@It is being confiscated.,@It is being confiscated.
traveler:DEFAULT,How will I travel? ; What should I do? ; Why? ; You cannot do this.,How will I travel? ; What should I do? ; Why? ; You cannot do this.
traveler:DEFAULT,@Contact number on slip.,@Contact number on slip.
traveler:EZIC_INTRO,The Order awaits.,The Order awaits.
traveler:EZIC_CORMAN,Very good.,Very good.
traveler:EZIC_CORMAN,Read quickly.,Read quickly.
traveler:EZIC_CORMAN,Do not lose this.,Do not lose this.
traveler:EZIC_CORMAN,You have something of mine.,You have something of mine.
traveler:EZIC_CORMAN,My name is Corman Drex.,My name is Corman Drex.
traveler:EZIC_CORMAN,Read the note then return it to me.,Read the note then return it to me.
traveler:EZIC_HANDLER_PRE0,Our agents are ready.,Our agents are ready.
traveler:EZIC_HANDLER_PRE0,Starting tomorrow.,Starting tomorrow.
traveler:EZIC_HANDLER_PRE0,Let them pass.,Let them pass.
traveler:EZIC_AGENT0,The Order rises.,The Order rises.
traveler:EZIC_AGENT0,The Order knows.,The Order knows.
traveler:EZIC_AGENT1,For Arstotzka and the Order.,For Arstotzka and the Order.
traveler:EZIC_HANDLER_POST1,Give me the coded documents.,Give me the coded documents.
traveler:EZIC_HANDLER_POST1,Both.,Both.
traveler:EZIC_HANDLER_EXT,Today.,Today.
traveler:EZIC_AGENT_EXT,For Arstotzka and the Order.,For Arstotzka and the Order.
traveler:EZIC_AGENT_EXT,"The others do not agree, but I believe the man in red is not a threat.","The others do not agree, but I believe the man in red is not a threat."
traveler:EZIC_AGENT_EXT,@What?,@What?
traveler:EZIC_AGENT_EXT,Nevermind.,Nevermind.
traveler:EZIC_HANDLER_SNIPE,Shoot to kill.,Shoot to kill.
traveler:EZIC_DIPLO,I require my passport.,I require my passport.
traveler:EZIC_DIPLO,@It has been confiscated.,@It has been confiscated.
traveler:EZIC_DIPLO,I am Kolechian diplomat here on government request.,I am Kolechian diplomat here on government request.
traveler:EZIC_DIPLO,Return passport at once.,Return passport at once.
traveler:EZIC_DIPLO,@Call number on slip to recover.,@Call number on slip to recover.
traveler:EZIC_DIPLO,Barbarian.,Barbarian.
traveler:EZIC_DIPLO,You cannot do this.,You cannot do this.
traveler:EZIC_DIPLO_FOLLOW,I saw him enter.,I saw him enter.
traveler:EZIC_DIPLO_FOLLOW,Give his passport to me.,Give his passport to me.
traveler:EZIC_DIPLO_FOLLOW,Ah good.,Ah good.
traveler:EZIC_DIPLO_FOLLOW,I look much the same as him.,I look much the same as him.
traveler:EZIC_DIPLO_FOLLOW,Just need to shave my mustache.,Just need to shave my mustache.
traveler:EZIC_DIPLO_FOLLOW,But we all must make sacrifices.,But we all must make sacrifices.
traveler:EZIC_DIPLO_FOLLOW,Appove the visa.,Appove the visa.
traveler:EZIC_DIPLO_FOLLOW,For Arstotzka and the Order.,For Arstotzka and the Order.
traveler:EZIC_DIPLO_FOLLOW,This is not what was agreed on.,This is not what was agreed on.
traveler:EZIC_DIPLO_FOLLOW,I am sent to collect diplomat's passport.,I am sent to collect diplomat's passport.
traveler:EZIC_DIPLO_FOLLOW,@I do not have it.,@I do not have it.
traveler:SECRET_POLICE_INTRO,"Good morning, inspector.","Good morning, inspector."
traveler:SECRET_POLICE_INTRO,You are healthy today yes?,You are healthy today yes?
traveler:SECRET_POLICE_INTRO,I have just few questions for you.,I have just few questions for you.
traveler:SECRET_POLICE_INTRO,There was problem at Metro last night.,There was problem at Metro last night.
traveler:SECRET_POLICE_INTRO,Maybe you read about it in paper.,Maybe you read about it in paper.
traveler:SECRET_POLICE_INTRO,Is very big news.,Is very big news.
traveler:SECRET_POLICE_INTRO,We think it is not accident.,We think it is not accident.
traveler:SECRET_POLICE_INTRO,We think it is caused by suspicious group.,We think it is caused by suspicious group.
traveler:SECRET_POLICE_INTRO,We think some members pass through this checkpoint.,We think some members pass through this checkpoint.
traveler:SECRET_POLICE_INTRO,So we come talk to you.,So we come talk to you.
traveler:SECRET_POLICE_INTRO,Have you seen anything like this?,Have you seen anything like this?
traveler:SECRET_POLICE_INTRO,Is some kind of symbol for group.,Is some kind of symbol for group.
traveler:SECRET_POLICE_INTRO,"If you have any information, you give to us yes?","If you have any information, you give to us yes?"
traveler:SECRET_POLICE_INTRO,Yes?,Yes?
traveler:SECRET_POLICE_INTRO,@Yes.,@Yes.
traveler:SECRET_POLICE_INTRO,Very good.,Very good.
traveler:SECRET_POLICE_INTRO,Please return my badge and paper.,Please return my badge and paper.
traveler:SECRET_POLICE_INTRO,We think suspicious group attempts to stir trouble.,We think suspicious group attempts to stir trouble.
traveler:SECRET_POLICE_INTRO,We think some members enter this checkpoint.,We think some members enter this checkpoint.
traveler:SECRET_POLICE_INTRO,What is this?,What is this?
traveler:SECRET_POLICE_INTRO,Interesting.,Interesting.
traveler:SECRET_POLICE_INTRO,"Yes, very interesting.","Yes, very interesting."
traveler:SECRET_POLICE_INTRO,I think it is best if you come with me.,I think it is best if you come with me.
traveler:SECRET_POLICE_INTRO,This group is very dangerous.,This group is very dangerous.
traveler:SECRET_POLICE_INTRO,"If you see any curious thing, report immediately.","If you see any curious thing, report immediately."
traveler:SECRET_POLICE_CAUGHT,Hello inspector.,Hello inspector.
traveler:SECRET_POLICE_CAUGHT,There is small discrepancy with your finances.,There is small discrepancy with your finances.
traveler:SECRET_POLICE_CAUGHT,The Ministry of Income was thoughtful enough to notify us.,The Ministry of Income was thoughtful enough to notify us.
traveler:SECRET_POLICE_CAUGHT,It is best if you come with me.,It is best if you come with me.
traveler:SECRET_POLICE_FINAL,Inspector.,Inspector.
traveler:SECRET_POLICE_FINAL,It has been some time.,It has been some time.
traveler:SECRET_POLICE_FINAL,Read your bulletin carefully today.,Read your bulletin carefully today.
traveler:SECRET_POLICE_FINAL,We will be speaking with many workers.,We will be speaking with many workers.
