CONTEXT (DO NOT MODIFY),ENGLISH (DO NOT MODIFY),LOCALIZED (EDIT THIS COLUMN)
traveler:BOSS1,And your performance is terrible.,And your performance is terrible.
traveler:BOSS1,Maybe you have forgotten what your job is.,Maybe you have forgotten what your job is.
traveler:BOSS1,There are many more who can take your place.,There are many more who can take your place.
traveler:BOSS1,Now.,Now.
traveler:BOSS1,I have old friend coming through.,I have old friend coming through.
traveler:BOSS1,Approve her entry.,Approve her entry.
traveler:BOSS1,She is Shae Piersovska.~,She is Shae Piersovska.~
traveler:BOSS1,I do not want to hear of any trouble to her.,I do not want to hear of any trouble to her.
traveler:BOSS1,Glory to Arstotzka.,Glory to Arstotzka.
traveler:BOSS2,You little bastard.~,You little bastard.~
traveler:BOSS2,Shae thinks I am powerless fool now.,Shae thinks I am powerless fool now.
traveler:BOSS2,It was made very clear to let her through.,It was made very clear to let her through.
traveler:BOSS2,Now I must think about the consequences for you.~,Now I must think about the consequences for you.~
traveler:BOSS2,Maybe this place not so bad.,Maybe this place not so bad.
traveler:BOSS2,"With everything going on, checkpoint visit is nice break.~","With everything going on, checkpoint visit is nice break.~"
traveler:BOSS2,You still do not hang the plaques.,You still do not hang the plaques.
traveler:BOSS2,Why do you not hang both plaques?,Why do you not hang both plaques?
traveler:BOSS2,But again you have unauthorized items on wall.,But again you have unauthorized items on wall.
traveler:BOSS2,I warned before.~,I warned before.~
traveler:BOSS2,But what is other shit hanging here?,But what is other shit hanging here?
traveler:BOSS2,These walls are for official plaques only.,These walls are for official plaques only.
traveler:BOSS2,Your pay will be docked for violation.,Your pay will be docked for violation.
traveler:BOSS2,@It will not happen again.,@It will not happen again.
traveler:BOSS2,There are no more plaques.,There are no more plaques.
traveler:BOSS_BUDDY,How is Dimitri?,How is Dimitri?
traveler:BOSS_BUDDY,I hear he runs checkpoint now.,I hear he runs checkpoint now.
traveler:BOSS_BUDDY,It looks like somewhere he would fit in.,It looks like somewhere he would fit in.
traveler:BOSS_BUDDY,I bet he is still terrible boss.,I bet he is still terrible boss.
traveler:BOSS_BUDDY,"You know, Dimitri asked me to come.","You know, Dimitri asked me to come."
traveler:BOSS_BUDDY,Said I would get through.,Said I would get through.
traveler:BOSS_BUDDY,But I guess he is not so much in control.,But I guess he is not so much in control.
traveler:BOSS_BUDDY,I hope Dimitri tires more easily now.,I hope Dimitri tires more easily now.
traveler:BOSS_BUDDY,I do not want to stay long in Arstotzka.,I do not want to stay long in Arstotzka.
traveler:BOSS_BUDDY,"Ah, I would not do that.","Ah, I would not do that."
traveler:BOSS_BUDDY,Dimitri is not forgiving person.,Dimitri is not forgiving person.
traveler:BOSS_BUDDY,I am no fool.,I am no fool.
traveler:BOSS_BUDDY,"This is inconvenience, but I am not worried for myself.","This is inconvenience, but I am not worried for myself."
traveler:BOSS_BUDDY,Tell Dimitri I said hello.,Tell Dimitri I said hello.
traveler:BOSS_ANGRY,You worthless urchin.~,You worthless urchin.~
traveler:BOSS_ANGRY,I had to pull many strings to get Shae out.,I had to pull many strings to get Shae out.
traveler:BOSS_ANGRY,It was made very clear to let her through.~,It was made very clear to let her through.~
traveler:BOSS_ANGRY,My patience with you has run out.~,My patience with you has run out.~
traveler:KID_KILLER0,Look at it.~,Look at it.~
traveler:KID_KILLER0,Simon Wens took her from me.~,Simon Wens took her from me.~
traveler:KID_KILLER0,I follow him for many weeks.,I follow him for many weeks.
traveler:KID_KILLER0,I know he comes here soon.~,I know he comes here soon.~
traveler:KID_KILLER0,"It is big favor I ask, but is important.","It is big favor I ask, but is important."
traveler:KID_KILLER0,Let him through if you see him.,Let him through if you see him.
traveler:KID_KILLER0,But take his passport first.~,But take his passport first.~
traveler:KID_KILLER0,I come back.,I come back.
traveler:KID_KILLER0,You give me his passport and I track him down.~,You give me his passport and I track him down.~
traveler:KID_KILLER0,I make him suffer like he did to Julia.~,I make him suffer like he did to Julia.~
traveler:KID_KILLER1,What the fuck!,What the fuck!
traveler:KID_KILLER2,Did you see him?,Did you see him?
traveler:KID_KILLER2,Give his passport to me.,Give his passport to me.
traveler:KID_KILLER2,Hmmm.~,Hmmm.~
traveler:KID_KILLER2,I know this city.,I know this city.
traveler:KID_KILLER2,He will be easily found.,He will be easily found.
traveler:KID_KILLER2,Let me through.,Let me through.
traveler:KID_KILLER2,Thank you.,Thank you.
traveler:KID_KILLER2,"Now please, give back my daughter's photo.","Now please, give back my daughter's photo."
traveler:KID_KILLER2,I show it to him while he suffers.,I show it to him while he suffers.
traveler:KID_KILLER2,You heartless scum.,You heartless scum.
traveler:KID_KILLER2,Give back my daughter's photo.,Give back my daughter's photo.
traveler:KID_KILLER2,My Julia.~,My Julia.~
traveler:KID_KILLER2,Read the news tomorrow.,Read the news tomorrow.
traveler:KID_KILLER2,She was just little girl.,She was just little girl.
traveler:KID_KILLER2,@I do not know what you are talking about.,@I do not know what you are talking about.
traveler:KID_KILLER2,Damnit.,Damnit.
traveler:KID_KILLER2,She was just a little girl.,She was just a little girl.
traveler:KID_KILLER2,@Yes. He has been arrested.,@Yes. He has been arrested.
traveler:KID_KILLER2,What? I asked you to let him pass.,What? I asked you to let him pass.
traveler:KID_KILLER2,There will be no true justice now.,There will be no true justice now.
traveler:KID_KILLER2,@Yes. He ran off.,@Yes. He ran off.
traveler:KID_KILLER2,Ran off? Which way?,Ran off? Which way?
traveler:KID_KILLER2,@I do not know. Back into Kolechia.,@I do not know. Back into Kolechia.
traveler:KID_KILLER2,Damn it.,Damn it.
traveler:KID_KILLER2,@I have no photos.,@I have no photos.
traveler:KID_KILLER2,Heartless bastard.,Heartless bastard.
traveler:RESISTER,No.,No.
traveler:RESISTER,I am not leaving.,I am not leaving.
traveler:RESISTER,@You are delaying the line.,@You are delaying the line.
traveler:RESISTER,I refuse!,I refuse!
traveler:RESISTER,You fools better to not touch me.,You fools better to not touch me.
traveler:RESISTER,I will explode like wild tiger.,I will explode like wild tiger.
traveler:RESISTER,I have every right to enter Arstotzka.,I have every right to enter Arstotzka.
traveler:RESISTER,You think I am joking but tiger does not joke.,You think I am joking but tiger does not joke.
traveler:RESISTER,Let me through!,Let me through!
traveler:JOURNALIST_FIRST,I write report on conditions in Arstotzka.,I write report on conditions in Arstotzka.
traveler:JOURNALIST_FIRST,As long as it takes.,As long as it takes.
traveler:JOURNALIST_FIRST,@You are missing required papers.,@You are missing required papers.
traveler:JOURNALIST_FIRST,I am journalist.,I am journalist.
traveler:JOURNALIST_FIRST,You have my pass there.,You have my pass there.
traveler:JOURNALIST_FIRST,This is outrage!,This is outrage!
traveler:JOURNALIST_FIRST,Why am I denied?,Why am I denied?
traveler:JOURNALIST_FIRST,@Your press pass is worthless for entry.,@Your press pass is worthless for entry.
traveler:JOURNALIST_FIRST,This is violation of rights.,This is violation of rights.
traveler:JOURNALIST_FIRST,I will not lay down for your corrupt abuses.,I will not lay down for your corrupt abuses.
traveler:JOURNALIST_FIRST,Expect to read about this!,Expect to read about this!
traveler:JOURNALIST_FIRST,You are slowest inspector I have ever seen.,You are slowest inspector I have ever seen.
traveler:JOURNALIST_FIRST,No wonder Arstotzka is screwed.,No wonder Arstotzka is screwed.
traveler:JOURNALIST,I cover big story.,I cover big story.
traveler:JOURNALIST,I cannot say.,I cannot say.
traveler:JOURNALIST,"Maybe few days, maybe few weeks.","Maybe few days, maybe few weeks."
traveler:JOURNALIST,@You are missing required papers.,@You are missing required papers.
traveler:JOURNALIST,I am reporter and have right to enter.,I am reporter and have right to enter.
traveler:JOURNALIST,Give me visa stamp.,Give me visa stamp.
traveler:JOURNALIST,@This pass means nothing.,@This pass means nothing.
traveler:JOURNALIST,Fascist!,Fascist!
traveler:JOURNALIST,Such inefficiency is stunning.,Such inefficiency is stunning.
traveler:FAMILIAR_FACE,Hey I know you.,Hey I know you.
traveler:FAMILIAR_FACE,You are from Nirsk?,You are from Nirsk?
traveler:FAMILIAR_FACE,I worked with your father for many years.,I worked with your father for many years.
traveler:FAMILIAR_FACE,You were such a little brat.,You were such a little brat.
traveler:FAMILIAR_FACE,I go back to Nirsk and tell them you are doing well here.,I go back to Nirsk and tell them you are doing well here.
traveler:FAMILIAR_FACE,You are still brat.,You are still brat.
traveler:FAMILIAR_FACE,Just not so little any more.,Just not so little any more.
traveler:WATCH_GIVER0,I have only passport but hear me out.~,I have only passport but hear me out.~
traveler:WATCH_GIVER0,There is little time. I must enter today.,There is little time. I must enter today.
traveler:WATCH_GIVER0,I come back in 3 days with right papers.~,I come back in 3 days with right papers.~
traveler:WATCH_GIVER0,"To prove, I give you something important.","To prove, I give you something important."
traveler:WATCH_GIVER0,Is special family treasure.~,Is special family treasure.~
traveler:WATCH_GIVER0,Fully digital.~,Fully digital.~
traveler:WATCH_GIVER0,You hold as collateral.,You hold as collateral.
traveler:WATCH_GIVER0,I will be back to pick it up.~,I will be back to pick it up.~
traveler:WATCH_GIVER0,And take this.,And take this.
traveler:WATCH_GIVER0,All for green stamp.,All for green stamp.
traveler:WATCH_GIVER0,@You are missing some papers.,@You are missing some papers.
traveler:WATCH_GIVER0,Yes I told you this.,Yes I told you this.
traveler:WATCH_GIVER0,Arstotzkan bastard.,Arstotzkan bastard.
traveler:WATCH_GIVER0,I am telling to you.,I am telling to you.
traveler:WATCH_GIVER0,Keep watch as promise.,Keep watch as promise.
traveler:WATCH_GIVER0,I get it back in few days.,I get it back in few days.
traveler:WATCH_GIVER0,You crook!,You crook!
traveler:WATCH_GIVER0,All Arsotzkans are same.,All Arsotzkans are same.
traveler:WATCH_GIVER0,Liars and cheats!,Liars and cheats!
traveler:WATCH_GIVER0,I will not leave without watch.,I will not leave without watch.
traveler:WATCH_GIVER0,Is expensive gift from cousin!,Is expensive gift from cousin!
traveler:WATCH_GIVER0,Only needs new battery.,Only needs new battery.
traveler:WATCH_GIVER0,Tell guards to keep away.,Tell guards to keep away.
traveler:WATCH_GIVER0,Give back my watch!,Give back my watch!
traveler:WATCH_GIVER0,Thank you.,Thank you.
traveler:WATCH_GIVER0,I come back in few days to pick up watch.,I come back in few days to pick up watch.
traveler:WATCH_GIVER0,Damnit.,Damnit.
traveler:WATCH_GIVER0,Fine. Give watch back.,Fine. Give watch back.
traveler:WATCH_BUYER0,I used to have watch like that.,I used to have watch like that.
traveler:WATCH_BUYER0,Sell it to me.,Sell it to me.
traveler:WATCH_BUYER0,@It is held for someone.,@It is held for someone.
traveler:WATCH_BUYER0,Give me break.,Give me break.
traveler:WATCH_BUYER0,For sure he is not coming back.,For sure he is not coming back.
traveler:WATCH_BUYER0,Let me take it off your hands.,Let me take it off your hands.
traveler:WATCH_BUYER0,10 credits for it.,10 credits for it.
traveler:WATCH_BUYER0,Ah!,Ah!
traveler:WATCH_BUYER0,All digital!,All digital!
traveler:WATCH_BUYER0,Is very nice.,Is very nice.
traveler:WATCH_BUYER1,That watch.~,That watch.~
traveler:WATCH_BUYER1,Guy behind me in line would not shut up about it.,Guy behind me in line would not shut up about it.
traveler:WATCH_BUYER1,On and on about how important is to family.~,On and on about how important is to family.~
traveler:WATCH_BUYER1,Look.,Look.
traveler:WATCH_BUYER1,"Is good watch, I can see.","Is good watch, I can see."
traveler:WATCH_BUYER1,I give you 20 credits for it right now.,I give you 20 credits for it right now.
traveler:WATCH_BUYER1,He say he pay you back only 10 credits.,He say he pay you back only 10 credits.
traveler:WATCH_BUYER1,Is good deal here I offer you.,Is good deal here I offer you.
traveler:WATCH_BUYER1,Ah!,Ah!
traveler:WATCH_BUYER1,All digital!,All digital!
traveler:WATCH_BUYER1,Is very nice.,Is very nice.
traveler:WATCH_GIVER1,"As promised, I am back with right papers now.","As promised, I am back with right papers now."
traveler:WATCH_GIVER1,You have my watch?,You have my watch?
traveler:WATCH_GIVER1,Arstotzkan bastard.,Arstotzkan bastard.
traveler:WATCH_GIVER1,I was to give you nice reward.,I was to give you nice reward.
traveler:WATCH_GIVER1,Ah she is beautiful!,Ah she is beautiful!
traveler:WATCH_GIVER1,Here.,Here.
traveler:WATCH_GIVER1,Now I just need battery.,Now I just need battery.
traveler:WATCH_GIVER1,Hey!,Hey!
traveler:WATCH_GIVER1,There is new scratch here!,There is new scratch here!
traveler:WATCH_GIVER1,Give money back!,Give money back!
traveler:WATCH_GIVER1,Wow. You are pretty honest person.,Wow. You are pretty honest person.
traveler:WATCH_GIVER1,"You know, I cannot take this.","You know, I cannot take this."
traveler:WATCH_GIVER1,Scratch was there before actually.,Scratch was there before actually.
traveler:WATCH_GIVER1,Thank you.,Thank you.
traveler:WATCH_GIVER1,Now please give watch back.,Now please give watch back.
traveler:WATCH_GIVER1,I start to think maybe all Arstotzkans are not so bad.,I start to think maybe all Arstotzkans are not so bad.
traveler:WATCH_GIVER1,Ah forget it.,Ah forget it.
traveler:WATCH_GIVER1,You keep money.,You keep money.
traveler:WATCH_GIVER1,But all papers are good!,But all papers are good!
traveler:WATCH_GIVER1,Are you blind?,Are you blind?
traveler:WATCH_GIVER1,Fine.,Fine.
traveler:WATCH_GIVER1,Give watch back.,Give watch back.
traveler:WATCH_GIVER1,You crook!,You crook!
traveler:WATCH_GIVER1,All Arsotzkans are same.,All Arsotzkans are same.
traveler:WATCH_GIVER1,Liars and cheats!,Liars and cheats!
traveler:WATCH_GIVER1,I will not leave without watch.,I will not leave without watch.
traveler:WATCH_GIVER1,Is expensive gift from cousin!,Is expensive gift from cousin!
traveler:WATCH_GIVER1,Only needs new battery.,Only needs new battery.
traveler:WATCH_GIVER1,Tell guards to keep away.,Tell guards to keep away.
traveler:WATCH_GIVER1,Give back my watch!,Give back my watch!
traveler:WATCH_GIVER1,I will not leave without money.,I will not leave without money.
traveler:WATCH_GIVER1,You ruin my good watch.,You ruin my good watch.
traveler:WATCH_GIVER1,Give back my money!,Give back my money!
traveler:WATCH_GIVER1,Where is my watch?,Where is my watch?
traveler:WATCH_GIVER1,@I sold it.,@I sold it.
traveler:WATCH_GIVER1,What!,What!
traveler:WATCH_GIVER1,I give you watch to hold.,I give you watch to hold.
traveler:WATCH_GIVER1,Put trust in you!,Put trust in you!
traveler:WATCH_GIVER1,Watch was gift from cousin.,Watch was gift from cousin.
traveler:WATCH_GIVER1,I hope you got good money for it.,I hope you got good money for it.
traveler:WATCH_GIVER1,Damn Arstotzkan crook.,Damn Arstotzkan crook.
traveler:ARSKICKER0,Hey man.,Hey man.
traveler:ARSKICKER0,I lost id card.,I lost id card.
traveler:ARSKICKER0,I think someone stole it from locker room.,I think someone stole it from locker room.
traveler:ARSKICKER0,But we won match!,But we won match!
traveler:ARSKICKER0,Can't wait to get home.~,Can't wait to get home.~
traveler:ARSKICKER0,"I have carried this for years, maybe you take it.","I have carried this for years, maybe you take it."
traveler:ARSKICKER0,@Your Arstotzkan id card is missing.,@Your Arstotzkan id card is missing.
traveler:ARSKICKER0,I know man. I told you.,I know man. I told you.
traveler:ARSKICKER0,It was stolen.,It was stolen.
traveler:ARSKICKER0,C'mon let me through.,C'mon let me through.
traveler:ARSKICKER0,"Thanks bud, is good to be home!","Thanks bud, is good to be home!"
traveler:ARSKICKER0,Hey bullshit!,Hey bullshit!
traveler:ARSKICKER0,I gave you pennant even!,I gave you pennant even!
traveler:ARSKICKER0,Gonna tell coach about this crap.,Gonna tell coach about this crap.
traveler:ARSKICKER1,Hi again.,Hi again.
traveler:ARSKICKER1,Remember me?,Remember me?
traveler:ARSKICKER1,Go Arskickers!,Go Arskickers!
traveler:ARSKICKER1,I give you that great banner.~,I give you that great banner.~
traveler:ARSKICKER1,"Listen, I tell my coach about this.","Listen, I tell my coach about this."
traveler:ARSKICKER1,He get very upset.,He get very upset.
traveler:ARSKICKER1,"Say if I do not get banner back, I lose front seat on team bus.~","Say if I do not get banner back, I lose front seat on team bus.~"
traveler:ARSKICKER1,"All seats good, but front seat definitely best.","All seats good, but front seat definitely best."
traveler:ARSKICKER1,So I really just need banner back.,So I really just need banner back.
traveler:ARSKICKER1,What you say?,What you say?
traveler:ARSKICKER1,Lousy fan!,Lousy fan!
traveler:ARSKICKER1,Ah thanks!,Ah thanks!
traveler:ARSKICKER1,Do not forget to root for us!,Do not forget to root for us!
traveler:ARSKICKER1,Ah good.,Ah good.
traveler:ARSKICKER1,It is more beaten up than I remember.,It is more beaten up than I remember.
traveler:ARSKICKER1,Even there is big tear here.,Even there is big tear here.
traveler:ARSKICKER1,What did you do?,What did you do?
traveler:ARSKICKER1,Oh well. Coach should be happy.,Oh well. Coach should be happy.
traveler:ARSKICKER1,Alright that is great yeah.,Alright that is great yeah.
traveler:ARSKICKER1,But where is banner?,But where is banner?
traveler:ARSKICKER1,Thanks bud!,Thanks bud!
traveler:ARSKICKER1,Do not forget to root for us at regionals.,Do not forget to root for us at regionals.
traveler:ARSKICKER1,Ok. Well.,Ok. Well.
traveler:ARSKICKER1,That is messed up.,That is messed up.
traveler:ARSKICKER1,At least you give banner back right?,At least you give banner back right?
traveler:ARSKICKER1,At least you give banner back.,At least you give banner back.
traveler:ARSKICKER1,@The banner is mine now.,@The banner is mine now.
traveler:ARSKICKER1,Oh boy.,Oh boy.
traveler:ARSKICKER1,Such an asshole here.,Such an asshole here.
traveler:ARSKICKER1,"If guards do not kill me, coach will.","If guards do not kill me, coach will."
traveler:BUSTED_SPY,I have not much time.,I have not much time.
traveler:BUSTED_SPY,You must hold on to these.,You must hold on to these.
traveler:BUSTED_SPY,Keep them safe today.,Keep them safe today.
traveler:BUSTED_SPY,I am being followed by an imposter.,I am being followed by an imposter.
traveler:BUSTED_SPY,They pretend to be from the Ministry of Information but it is a lie.,They pretend to be from the Ministry of Information but it is a lie.
traveler:BUSTED_SPY,"If they ask for documents, give these instead.","If they ask for documents, give these instead."
traveler:BUSTED_SPY,Do not mix them up.,Do not mix them up.
traveler:BUSTED_SPY_FOLLOWER,@Your papers?,@Your papers?
traveler:BUSTED_SPY_FOLLOWER,I am from the Ministry of Information.,I am from the Ministry of Information.
traveler:BUSTED_SPY_FOLLOWER,You have something to give us.,You have something to give us.
traveler:BUSTED_SPY_FOLLOWER,Perfect.,Perfect.
traveler:GYM_INSTRUCTOR,You are skin and bones.,You are skin and bones.
traveler:GYM_INSTRUCTOR,Bet you have no real strength.,Bet you have no real strength.
traveler:GYM_INSTRUCTOR,"Come to gym, I make you big.","Come to gym, I make you big."
traveler:GYM_INSTRUCTOR,I guarantee you get big at Get Big Town.,I guarantee you get big at Get Big Town.
traveler:GYM_INSTRUCTOR,Is what we do.,Is what we do.
traveler:GYM_INSTRUCTOR,Denied? Hah.,Denied? Hah.
traveler:GYM_INSTRUCTOR,This is what I expect from skinny weakling.,This is what I expect from skinny weakling.
traveler:OLD_INSPECTOR,I used to be an inspector like you.,I used to be an inspector like you.
traveler:OLD_INSPECTOR,Many years ago. Back in United Fed.~,Many years ago. Back in United Fed.~
traveler:OLD_INSPECTOR,We denied most people.~,We denied most people.~
traveler:OLD_INSPECTOR,It is all done by computers now.,It is all done by computers now.
traveler:OLD_INSPECTOR,They can deny much faster that way.,They can deny much faster that way.
traveler:OLD_INSPECTOR,Good luck.,Good luck.
traveler:OLD_INSPECTOR,I do not miss it.,I do not miss it.
traveler:OLD_INSPECTOR,What? Why am I denied?~,What? Why am I denied?~
traveler:OLD_INSPECTOR,So this is what it feels like.~,So this is what it feels like.~
traveler:OLD_INSPECTOR,@Where is entry permit?,@Where is entry permit?
traveler:OLD_INSPECTOR,"Eh, it does not matter what I say.","Eh, it does not matter what I say."
traveler:OLD_INSPECTOR,Just deny the visa and I will go.,Just deny the visa and I will go.
traveler:RED_STAMP,Red stamp.,Red stamp.
